Time	[AKT_mod_slash_PIP3_AKT_thr308]	[BDNF]	60221.4	[Ca]	[MAPK_star]	[protein]
7323	0.00975916	5e-05	0.0351892	0.08	0.0239567	6.1755e-06
7324	0.0097385	5e-05	0.0351887	0.08	0.0238659	6.17809e-06
7325	0.0097179	5e-05	0.0351881	0.08	0.0237754	6.18066e-06
7326	0.00969736	5e-05	0.0351876	0.08	0.0236851	6.18321e-06
7327	0.00967689	5e-05	0.035187	0.08	0.0235952	6.18575e-06
7328	0.00965648	5e-05	0.0351864	0.08	0.0235055	6.18828e-06
7329	0.00963613	5e-05	0.0351858	0.08	0.023416	6.19079e-06
7330	0.00961585	5e-05	0.0351852	0.08	0.0233269	6.19329e-06
7331	0.00959563	5e-05	0.0351845	0.08	0.023238	6.19578e-06
7332	0.00957547	5e-05	0.0351838	0.08	0.0231494	6.19825e-06
7333	0.00955538	5e-05	0.0351831	0.08	0.0230611	6.20071e-06
7334	0.00953535	5e-05	0.0351824	0.08	0.022973	6.20315e-06
7335	0.00951539	5e-05	0.0351816	0.08	0.0228853	6.20558e-06
7336	0.00949549	5e-05	0.0351809	0.08	0.0227978	6.208e-06
7337	0.00947566	5e-05	0.0351801	0.08	0.0227105	6.2104e-06
7338	0.00945589	5e-05	0.0351792	0.08	0.0226236	6.21279e-06
7339	0.00943618	5e-05	0.0351784	0.08	0.022537	6.21516e-06
7340	0.00941654	5e-05	0.0351775	0.08	0.0224506	6.21752e-06
7341	0.00939697	5e-05	0.0351766	0.08	0.0223645	6.21987e-06
7342	0.00937746	5e-05	0.0351757	0.08	0.0222787	6.2222e-06
7343	0.00935802	5e-05	0.0351748	0.08	0.0221932	6.22452e-06
7344	0.00933864	5e-05	0.0351738	0.08	0.0221079	6.22682e-06
7345	0.00931933	5e-05	0.0351728	0.08	0.022023	6.22912e-06
7346	0.00930008	5e-05	0.0351718	0.08	0.0219383	6.23139e-06
7347	0.0092809	5e-05	0.0351708	0.08	0.0218539	6.23366e-06
7348	0.00926178	5e-05	0.0351697	0.08	0.0217698	6.23591e-06
7349	0.00924273	5e-05	0.0351687	0.08	0.021686	6.23815e-06
7350	0.00922375	5e-05	0.0351676	0.08	0.0216025	6.24037e-06
7351	0.00920483	5e-05	0.0351665	0.08	0.0215192	6.24258e-06
7352	0.00918598	5e-05	0.0351653	0.08	0.0214363	6.24478e-06
7353	0.0091672	5e-05	0.0351642	0.08	0.0213536	6.24696e-06
7354	0.00914848	5e-05	0.035163	0.08	0.0212713	6.24913e-06
7355	0.00912983	5e-05	0.0351618	0.08	0.0211892	6.25129e-06
7356	0.00911124	5e-05	0.0351605	0.08	0.0211074	6.25343e-06
7357	0.00909272	5e-05	0.0351593	0.08	0.0210259	6.25556e-06
7358	0.00907427	5e-05	0.035158	0.08	0.0209447	6.25768e-06
7359	0.00905588	5e-05	0.0351567	0.08	0.0208638	6.25978e-06
7360	0.00903756	5e-05	0.0351554	0.08	0.0207832	6.26187e-06
7361	0.0090193	5e-05	0.0351541	0.08	0.0207028	6.26395e-06
7362	0.00900111	5e-05	0.0351527	0.08	0.0206228	6.26601e-06
7363	0.00898299	5e-05	0.0351513	0.08	0.020543	6.26806e-06
7364	0.00896494	5e-05	0.0351499	0.08	0.0204636	6.2701e-06
7365	0.00894695	5e-05	0.0351485	0.08	0.0203844	6.27212e-06
7366	0.00892903	5e-05	0.0351471	0.08	0.0203055	6.27413e-06
7367	0.00891117	5e-05	0.0351456	0.08	0.0202269	6.27613e-06
7368	0.00889338	5e-05	0.0351441	0.08	0.0201487	6.27812e-06
7369	0.00887566	5e-05	0.0351426	0.08	0.0200707	6.28009e-06
7370	0.008858	5e-05	0.0351411	0.08	0.0199929	6.28205e-06
7371	0.00884042	5e-05	0.0351396	0.08	0.0199155	6.28399e-06
7372	0.00882289	5e-05	0.035138	0.08	0.0198384	6.28593e-06
7373	0.00880544	5e-05	0.0351364	0.08	0.0197616	6.28785e-06
7374	0.00878805	5e-05	0.0351348	0.08	0.0196851	6.28976e-06
7375	0.00877072	5e-05	0.0351332	0.08	0.0196088	6.29165e-06
7376	0.00875346	5e-05	0.0351315	0.08	0.0195329	6.29353e-06
7377	0.00873627	5e-05	0.0351299	0.08	0.0194572	6.2954e-06
7378	0.00871915	5e-05	0.0351282	0.08	0.0193818	6.29726e-06
7379	0.00870209	5e-05	0.0351265	0.08	0.0193068	6.2991e-06
7380	0.0086851	5e-05	0.0351248	0.08	0.019232	6.30093e-06
7381	0.00866817	5e-05	0.035123	0.08	0.0191575	6.30275e-06
7382	0.00865131	5e-05	0.0351213	0.08	0.0190833	6.30455e-06
7383	0.00863451	5e-05	0.0351195	0.08	0.0190094	6.30635e-06
7384	0.00861778	5e-05	0.0351177	0.08	0.0189358	6.30813e-06
7385	0.00860112	5e-05	0.0351159	0.08	0.0188625	6.3099e-06
7386	0.00858453	5e-05	0.035114	0.08	0.0187895	6.31165e-06
7387	0.00856799	5e-05	0.0351121	0.08	0.0187167	6.31339e-06
7388	0.00855153	5e-05	0.0351103	0.08	0.0186443	6.31512e-06
7389	0.00853513	5e-05	0.0351084	0.08	0.0185721	6.31684e-06
7390	0.0085188	5e-05	0.0351065	0.08	0.0185003	6.31855e-06
7391	0.00850253	5e-05	0.0351045	0.08	0.0184287	6.32024e-06
7392	0.00848632	5e-05	0.0351026	0.08	0.0183574	6.32192e-06
7393	0.00847019	5e-05	0.0351006	0.08	0.0182864	6.32359e-06
7394	0.00845411	5e-05	0.0350986	0.08	0.0182157	6.32524e-06
7395	0.00843811	5e-05	0.0350966	0.08	0.0181453	6.32689e-06
7396	0.00842216	5e-05	0.0350946	0.08	0.0180752	6.32852e-06
7397	0.00840629	5e-05	0.0350925	0.08	0.0180053	6.33014e-06
7398	0.00839047	5e-05	0.0350904	0.08	0.0179358	6.33174e-06
7399	0.00837473	5e-05	0.0350884	0.08	0.0178665	6.33334e-06
7400	0.00835904	5e-05	0.0350862	0.08	0.0177976	6.33492e-06
7401	0.00834342	5e-05	0.0350841	0.08	0.0177289	6.33649e-06
7402	0.00832787	5e-05	0.035082	0.08	0.0176605	6.33805e-06
7403	0.00831238	5e-05	0.0350798	0.08	0.0175923	6.3396e-06
7404	0.00829695	5e-05	0.0350777	0.08	0.0175245	6.34113e-06
7405	0.00828159	5e-05	0.0350755	0.08	0.017457	6.34265e-06
7406	0.0082663	5e-05	0.0350733	0.08	0.0173897	6.34416e-06
7407	0.00825106	5e-05	0.035071	0.08	0.0173227	6.34566e-06
7408	0.00823589	5e-05	0.0350688	0.08	0.017256	6.34715e-06
7409	0.00822079	5e-05	0.0350665	0.08	0.0171896	6.34862e-06
7410	0.00820574	5e-05	0.0350642	0.08	0.0171235	6.35008e-06
7411	0.00819076	5e-05	0.0350619	0.08	0.0170577	6.35153e-06
7412	0.00817585	5e-05	0.0350596	0.08	0.0169921	6.35297e-06
7413	0.008161	5e-05	0.0350573	0.08	0.0169268	6.3544e-06
7414	0.00814621	5e-05	0.035055	0.08	0.0168618	6.35581e-06
7415	0.00813148	5e-05	0.0350526	0.08	0.0167971	6.35722e-06
7416	0.00811682	5e-05	0.0350502	0.08	0.0167327	6.35861e-06
7417	0.00810222	5e-05	0.0350478	0.08	0.0166685	6.35999e-06
7418	0.00808768	5e-05	0.0350454	0.08	0.0166046	6.36136e-06
7419	0.0080732	5e-05	0.035043	0.08	0.016541	6.36271e-06
7420	0.00805879	5e-05	0.0350405	0.08	0.0164777	6.36406e-06
7421	0.00804443	5e-05	0.0350381	0.08	0.0164146	6.36539e-06
7422	0.00803015	5e-05	0.0350356	0.08	0.0163519	6.36672e-06
7423	0.00801592	5e-05	0.0350331	0.08	0.0162894	6.36803e-06
7424	0.00800175	5e-05	0.0350306	0.08	0.0162271	6.36932e-06
7425	0.00798765	5e-05	0.035028	0.08	0.0161652	6.37061e-06
7426	0.0079736	5e-05	0.0350255	0.08	0.0161035	6.37189e-06
7427	0.00795962	5e-05	0.0350229	0.08	0.0160421	6.37315e-06
7428	0.0079457	5e-05	0.0350204	0.08	0.015981	6.37441e-06
7429	0.00793184	5e-05	0.0350178	0.08	0.0159201	6.37565e-06
7430	0.00791804	5e-05	0.0350152	0.08	0.0158595	6.37688e-06
7431	0.0079043	5e-05	0.0350125	0.08	0.0157992	6.3781e-06
7432	0.00789063	5e-05	0.0350099	0.08	0.0157392	6.37931e-06
7433	0.00787701	5e-05	0.0350072	0.08	0.0156794	6.3805e-06
7434	0.00786345	5e-05	0.0350046	0.08	0.0156199	6.38169e-06
7435	0.00784996	5e-05	0.0350019	0.08	0.0155607	6.38287e-06
7436	0.00783652	5e-05	0.0349992	0.08	0.0155017	6.38403e-06
7437	0.00782314	5e-05	0.0349965	0.08	0.015443	6.38518e-06
7438	0.00780982	5e-05	0.0349937	0.08	0.0153846	6.38632e-06
7439	0.00779657	5e-05	0.034991	0.08	0.0153264	6.38745e-06
7440	0.00778337	5e-05	0.0349882	0.08	0.0152685	6.38857e-06
7441	0.00777023	5e-05	0.0349855	0.08	0.0152108	6.38968e-06
7442	0.00775715	5e-05	0.0349827	0.08	0.0151534	6.39078e-06
7443	0.00774413	5e-05	0.0349799	0.08	0.0150963	6.39186e-06
7444	0.00773116	5e-05	0.0349771	0.08	0.0150395	6.39294e-06
7445	0.00771826	5e-05	0.0349742	0.08	0.0149829	6.39401e-06
7446	0.00770541	5e-05	0.0349714	0.08	0.0149265	6.39506e-06
7447	0.00769262	5e-05	0.0349685	0.08	0.0148705	6.3961e-06
7448	0.00767989	5e-05	0.0349656	0.08	0.0148146	6.39713e-06
7449	0.00766722	5e-05	0.0349627	0.08	0.0147591	6.39816e-06
7450	0.00765461	5e-05	0.0349598	0.08	0.0147038	6.39917e-06
7451	0.00764205	5e-05	0.0349569	0.08	0.0146487	6.40017e-06
7452	0.00762955	5e-05	0.034954	0.08	0.0145939	6.40116e-06
7453	0.0076171	5e-05	0.0349511	0.08	0.0145394	6.40214e-06
7454	0.00760472	5e-05	0.0349481	0.08	0.0144851	6.4031e-06
7455	0.00759239	5e-05	0.0349451	0.08	0.0144311	6.40406e-06
7456	0.00758012	5e-05	0.0349421	0.08	0.0143773	6.40501e-06
7457	0.0075679	5e-05	0.0349391	0.08	0.0143238	6.40595e-06
7458	0.00755574	5e-05	0.0349361	0.08	0.0142705	6.40687e-06
7459	0.00754364	5e-05	0.0349331	0.08	0.0142175	6.40779e-06
7460	0.00753159	5e-05	0.0349301	0.08	0.0141647	6.40869e-06
7461	0.0075196	5e-05	0.034927	0.08	0.0141122	6.40959e-06
7462	0.00750766	5e-05	0.0349239	0.08	0.0140599	6.41047e-06
7463	0.00749578	5e-05	0.0349209	0.08	0.0140079	6.41135e-06
7464	0.00748395	5e-05	0.0349178	0.08	0.0139561	6.41221e-06
7465	0.00747218	5e-05	0.0349147	0.08	0.0139046	6.41306e-06
7466	0.00746047	5e-05	0.0349116	0.08	0.0138533	6.41391e-06
7467	0.0074488	5e-05	0.0349084	0.08	0.0138022	6.41474e-06
7468	0.0074372	5e-05	0.0349053	0.08	0.0137514	6.41556e-06
7469	0.00742564	5e-05	0.0349021	0.08	0.0137009	6.41638e-06
7470	0.00741415	5e-05	0.034899	0.08	0.0136506	6.41718e-06
7471	0.0074027	5e-05	0.0348958	0.08	0.0136005	6.41797e-06
7472	0.00739131	5e-05	0.0348926	0.08	0.0135506	6.41876e-06
7473	0.00737997	5e-05	0.0348894	0.08	0.013501	6.41953e-06
7474	0.00736869	5e-05	0.0348862	0.08	0.0134517	6.42029e-06
7475	0.00735746	5e-05	0.0348829	0.08	0.0134025	6.42104e-06
7476	0.00734628	5e-05	0.0348797	0.08	0.0133536	6.42179e-06
7477	0.00733516	5e-05	0.0348765	0.08	0.013305	6.42252e-06
7478	0.00732408	5e-05	0.0348732	0.08	0.0132566	6.42324e-06
7479	0.00731307	5e-05	0.0348699	0.08	0.0132084	6.42396e-06
7480	0.0073021	5e-05	0.0348666	0.08	0.0131604	6.42466e-06
7481	0.00729118	5e-05	0.0348633	0.08	0.0131127	6.42535e-06
7482	0.00728032	5e-05	0.03486	0.08	0.0130652	6.42604e-06
7483	0.00726951	5e-05	0.0348567	0.08	0.013018	6.42671e-06
7484	0.00725875	5e-05	0.0348534	0.08	0.0129709	6.42737e-06
7485	0.00724804	5e-05	0.03485	0.08	0.0129241	6.42803e-06
7486	0.00723738	5e-05	0.0348467	0.08	0.0128776	6.42867e-06
7487	0.00722678	5e-05	0.0348433	0.08	0.0128312	6.42931e-06
7488	0.00721622	5e-05	0.0348399	0.08	0.0127851	6.42994e-06
7489	0.00720572	5e-05	0.0348365	0.08	0.0127392	6.43055e-06
7490	0.00719526	5e-05	0.0348331	0.08	0.0126936	6.43116e-06
7491	0.00718486	5e-05	0.0348297	0.08	0.0126481	6.43176e-06
7492	0.00717451	5e-05	0.0348263	0.08	0.0126029	6.43234e-06
7493	0.0071642	5e-05	0.0348229	0.08	0.0125579	6.43292e-06
7494	0.00715395	5e-05	0.0348194	0.08	0.0125131	6.43349e-06
7495	0.00714374	5e-05	0.034816	0.08	0.0124686	6.43405e-06
7496	0.00713359	5e-05	0.0348125	0.08	0.0124242	6.4346e-06
7497	0.00712348	5e-05	0.034809	0.08	0.0123801	6.43514e-06
7498	0.00711343	5e-05	0.0348055	0.08	0.0123362	6.43568e-06
7499	0.00710342	5e-05	0.034802	0.08	0.0122925	6.4362e-06
7500	0.00709346	5e-05	0.0347985	0.08	0.0122491	6.43671e-06
7501	0.00708355	5e-05	0.034795	0.08	0.0122058	6.43722e-06
7502	0.00707369	5e-05	0.0347915	0.08	0.0121628	6.43771e-06
7503	0.00706387	5e-05	0.034788	0.08	0.01212	6.4382e-06
7504	0.0070541	5e-05	0.0347844	0.08	0.0120774	6.43867e-06
7505	0.00704439	5e-05	0.0347809	0.08	0.012035	6.43914e-06
7506	0.00703471	5e-05	0.0347773	0.08	0.0119928	6.4396e-06
7507	0.00702509	5e-05	0.0347737	0.08	0.0119508	6.44005e-06
7508	0.00701551	5e-05	0.0347701	0.08	0.0119091	6.44049e-06
7509	0.00700598	5e-05	0.0347665	0.08	0.0118675	6.44092e-06
7510	0.0069965	5e-05	0.0347629	0.08	0.0118262	6.44135e-06
7511	0.00698706	5e-05	0.0347593	0.08	0.011785	6.44176e-06
7512	0.00697767	5e-05	0.0347557	0.08	0.0117441	6.44217e-06
7513	0.00696833	5e-05	0.0347521	0.08	0.0117034	6.44256e-06
7514	0.00695903	5e-05	0.0347484	0.08	0.0116629	6.44295e-06
7515	0.00694978	5e-05	0.0347448	0.08	0.0116225	6.44333e-06
7516	0.00694057	5e-05	0.0347411	0.08	0.0115824	6.4437e-06
7517	0.00693141	5e-05	0.0347374	0.08	0.0115425	6.44406e-06
7518	0.0069223	5e-05	0.0347337	0.08	0.0115028	6.44441e-06
7519	0.00691323	5e-05	0.0347301	0.08	0.0114633	6.44476e-06
7520	0.0069042	5e-05	0.0347264	0.08	0.011424	6.44509e-06
7521	0.00689522	5e-05	0.0347227	0.08	0.0113849	6.44542e-06
7522	0.00688629	5e-05	0.0347189	0.08	0.011346	6.44574e-06
7523	0.0068774	5e-05	0.0347152	0.08	0.0113072	6.44605e-06
7524	0.00686855	5e-05	0.0347115	0.08	0.0112687	6.44635e-06
7525	0.00685975	5e-05	0.0347077	0.08	0.0112304	6.44665e-06
7526	0.00685099	5e-05	0.034704	0.08	0.0111923	6.44693e-06
7527	0.00684227	5e-05	0.0347002	0.08	0.0111543	6.44721e-06
7528	0.0068336	5e-05	0.0346965	0.08	0.0111166	6.44748e-06
7529	0.00682497	5e-05	0.0346927	0.08	0.011079	6.44774e-06
7530	0.00681639	5e-05	0.0346889	0.08	0.0110417	6.44799e-06
7531	0.00680785	5e-05	0.0346851	0.08	0.0110045	6.44823e-06
7532	0.00679935	5e-05	0.0346813	0.08	0.0109675	6.44847e-06
7533	0.00679089	5e-05	0.0346775	0.08	0.0109307	6.44869e-06
7534	0.00678248	5e-05	0.0346737	0.08	0.0108941	6.44891e-06
7535	0.0067741	5e-05	0.0346699	0.08	0.0108577	6.44912e-06
7536	0.00676577	5e-05	0.0346661	0.08	0.0108215	6.44932e-06
7537	0.00675749	5e-05	0.0346622	0.08	0.0107854	6.44952e-06
7538	0.00674924	5e-05	0.0346584	0.08	0.0107496	6.4497e-06
7539	0.00674104	5e-05	0.0346545	0.08	0.0107139	6.44988e-06
7540	0.00673287	5e-05	0.0346507	0.08	0.0106784	6.45005e-06
7541	0.00672475	5e-05	0.0346468	0.08	0.0106431	6.45022e-06
7542	0.00671667	5e-05	0.0346429	0.08	0.010608	6.45037e-06
7543	0.00670863	5e-05	0.034639	0.08	0.010573	6.45052e-06
7544	0.00670063	5e-05	0.0346351	0.08	0.0105383	6.45066e-06
7545	0.00669267	5e-05	0.0346312	0.08	0.0105037	6.45079e-06
7546	0.00668476	5e-05	0.0346273	0.08	0.0104693	6.45091e-06
7547	0.00667688	5e-05	0.0346234	0.08	0.010435	6.45102e-06
7548	0.00666904	5e-05	0.0346195	0.08	0.010401	6.45113e-06
7549	0.00666124	5e-05	0.0346156	0.08	0.0103671	6.45123e-06
7550	0.00665348	5e-05	0.0346116	0.08	0.0103334	6.45132e-06
7551	0.00664576	5e-05	0.0346077	0.08	0.0102999	6.45141e-06
7552	0.00663808	5e-05	0.0346037	0.08	0.0102665	6.45149e-06
7553	0.00663044	5e-05	0.0345998	0.08	0.0102333	6.45155e-06
7554	0.00662284	5e-05	0.0345958	0.08	0.0102003	6.45162e-06
7555	0.00661528	5e-05	0.0345919	0.08	0.0101675	6.45167e-06
7556	0.00660776	5e-05	0.0345879	0.08	0.0101348	6.45172e-06
7557	0.00660027	5e-05	0.0345839	0.08	0.0101023	6.45176e-06
7558	0.00659282	5e-05	0.0345799	0.08	0.01007	6.45179e-06
7559	0.00658541	5e-05	0.0345759	0.08	0.0100378	6.45181e-06
7560	0.00657804	5e-05	0.0345719	0.08	0.0100058	6.45183e-06
7561	0.00657071	5e-05	0.0345679	0.08	0.00997399	6.45184e-06
7562	0.00656341	5e-05	0.0345639	0.08	0.00994233	6.45184e-06
7563	0.00655616	5e-05	0.0345599	0.08	0.00991083	6.45184e-06
7564	0.00654893	5e-05	0.0345558	0.08	0.0098795	6.45182e-06
7565	0.00654175	5e-05	0.0345518	0.08	0.00984833	6.4518e-06
7566	0.0065346	5e-05	0.0345478	0.08	0.00981732	6.45178e-06
7567	0.00652749	5e-05	0.0345437	0.08	0.00978648	6.45174e-06
7568	0.00652042	5e-05	0.0345397	0.08	0.00975579	6.4517e-06
7569	0.00651338	5e-05	0.0345356	0.08	0.00972527	6.45165e-06
7570	0.00650638	5e-05	0.0345316	0.08	0.00969491	6.4516e-06
7571	0.00649942	5e-05	0.0345275	0.08	0.0096647	6.45154e-06
7572	0.00649249	5e-05	0.0345234	0.08	0.00963466	6.45147e-06
7573	0.0064856	5e-05	0.0345193	0.08	0.00960477	6.45139e-06
7574	0.00647874	5e-05	0.0345152	0.08	0.00957504	6.45131e-06
7575	0.00647192	5e-05	0.0345112	0.08	0.00954546	6.45122e-06
7576	0.00646514	5e-05	0.0345071	0.08	0.00951604	6.45112e-06
7577	0.00645839	5e-05	0.034503	0.08	0.00948678	6.45101e-06
7578	0.00645167	5e-05	0.0344988	0.08	0.00945766	6.4509e-06
7579	0.00644499	5e-05	0.0344947	0.08	0.00942871	6.45079e-06
7580	0.00643834	5e-05	0.0344906	0.08	0.0093999	6.45066e-06
7581	0.00643173	5e-05	0.0344865	0.08	0.00937124	6.45053e-06
7582	0.00642515	5e-05	0.0344824	0.08	0.00934274	6.45039e-06
7583	0.00641861	5e-05	0.0344782	0.08	0.00931439	6.45025e-06
7584	0.0064121	5e-05	0.0344741	0.08	0.00928618	6.45009e-06
7585	0.00640563	5e-05	0.0344699	0.08	0.00925813	6.44994e-06
7586	0.00639919	5e-05	0.0344658	0.08	0.00923022	6.44977e-06
7587	0.00639278	5e-05	0.0344616	0.08	0.00920246	6.4496e-06
7588	0.00638641	5e-05	0.0344575	0.08	0.00917485	6.44942e-06
7589	0.00638007	5e-05	0.0344533	0.08	0.00914738	6.44924e-06
7590	0.00637376	5e-05	0.0344491	0.08	0.00912006	6.44905e-06
7591	0.00636748	5e-05	0.034445	0.08	0.00909288	6.44885e-06
7592	0.00636124	5e-05	0.0344408	0.08	0.00906585	6.44864e-06
7593	0.00635503	5e-05	0.0344366	0.08	0.00903895	6.44843e-06
7594	0.00634886	5e-05	0.0344324	0.08	0.00901221	6.44822e-06
7595	0.00634271	5e-05	0.0344282	0.08	0.0089856	6.44799e-06
7596	0.0063366	5e-05	0.034424	0.08	0.00895913	6.44776e-06
7597	0.00633052	5e-05	0.0344198	0.08	0.00893281	6.44753e-06
7598	0.00632448	5e-05	0.0344156	0.08	0.00890662	6.44728e-06
7599	0.00631846	5e-05	0.0344114	0.08	0.00888057	6.44704e-06
7600	0.00631248	5e-05	0.0344072	0.08	0.00885467	6.44678e-06
7601	0.00630652	5e-05	0.034403	0.08	0.0088289	6.44652e-06
7602	0.0063006	5e-05	0.0343988	0.08	0.00880326	6.44625e-06
7603	0.00629471	5e-05	0.0343945	0.08	0.00877776	6.44598e-06
7604	0.00628885	5e-05	0.0343903	0.08	0.0087524	6.4457e-06
7605	0.00628303	5e-05	0.0343861	0.08	0.00872717	6.44541e-06
7606	0.00627723	5e-05	0.0343818	0.08	0.00870208	6.44512e-06
7607	0.00627146	5e-05	0.0343776	0.08	0.00867712	6.44482e-06
7608	0.00626573	5e-05	0.0343733	0.08	0.00865229	6.44452e-06
7609	0.00626002	5e-05	0.0343691	0.08	0.0086276	6.44421e-06
7610	0.00625435	5e-05	0.0343648	0.08	0.00860304	6.44389e-06
7611	0.0062487	5e-05	0.0343606	0.08	0.00857861	6.44357e-06
7612	0.00624309	5e-05	0.0343563	0.08	0.0085543	6.44325e-06
7613	0.0062375	5e-05	0.034352	0.08	0.00853013	6.44291e-06
7614	0.00623194	5e-05	0.0343478	0.08	0.00850609	6.44257e-06
7615	0.00622642	5e-05	0.0343435	0.08	0.00848217	6.44223e-06
7616	0.00622092	5e-05	0.0343392	0.08	0.00845839	6.44188e-06
7617	0.00621545	5e-05	0.0343349	0.08	0.00843473	6.44152e-06
7618	0.00621001	5e-05	0.0343307	0.08	0.00841119	6.44116e-06
7619	0.0062046	5e-05	0.0343264	0.08	0.00838779	6.44079e-06
7620	0.00619922	5e-05	0.0343221	0.08	0.0083645	6.44041e-06
7621	0.00619387	5e-05	0.0343178	0.08	0.00834135	6.44003e-06
7622	0.00618855	5e-05	0.0343135	0.08	0.00831831	6.43965e-06
7623	0.00618325	5e-05	0.0343092	0.08	0.0082954	6.43926e-06
7624	0.00617798	5e-05	0.0343049	0.08	0.00827261	6.43886e-06
7625	0.00617274	5e-05	0.0343006	0.08	0.00824995	6.43846e-06
7626	0.00616753	5e-05	0.0342963	0.08	0.0082274	6.43805e-06
7627	0.00616235	5e-05	0.034292	0.08	0.00820498	6.43764e-06
7628	0.00615719	5e-05	0.0342876	0.08	0.00818268	6.43722e-06
7629	0.00615206	5e-05	0.0342833	0.08	0.00816049	6.4368e-06
7630	0.00614696	5e-05	0.034279	0.08	0.00813843	6.43637e-06
7631	0.00614189	5e-05	0.0342747	0.08	0.00811648	6.43593e-06
7632	0.00613684	5e-05	0.0342703	0.08	0.00809465	6.43549e-06
7633	0.00613183	5e-05	0.034266	0.08	0.00807294	6.43505e-06
7634	0.00612683	5e-05	0.0342617	0.08	0.00805135	6.4346e-06
7635	0.00612187	5e-05	0.0342573	0.08	0.00802987	6.43414e-06
7636	0.00611693	5e-05	0.034253	0.08	0.0080085	6.43368e-06
7637	0.00611202	5e-05	0.0342487	0.08	0.00798725	6.43321e-06
7638	0.00610713	5e-05	0.0342443	0.08	0.00796612	6.43274e-06
7639	0.00610227	5e-05	0.03424	0.08	0.0079451	6.43226e-06
7640	0.00609744	5e-05	0.0342356	0.08	0.00792419	6.43178e-06
7641	0.00609263	5e-05	0.0342313	0.08	0.00790339	6.43129e-06
7642	0.00608785	5e-05	0.0342269	0.08	0.00788271	6.4308e-06
7643	0.00608309	5e-05	0.0342226	0.08	0.00786214	6.4303e-06
7644	0.00607836	5e-05	0.0342182	0.08	0.00784168	6.4298e-06
7645	0.00607366	5e-05	0.0342138	0.08	0.00782133	6.42929e-06
7646	0.00606898	5e-05	0.0342095	0.08	0.00780108	6.42878e-06
7647	0.00606433	5e-05	0.0342051	0.08	0.00778095	6.42826e-06
7648	0.0060597	5e-05	0.0342008	0.08	0.00776093	6.42774e-06
7649	0.00605509	5e-05	0.0341964	0.08	0.00774101	6.42721e-06
7650	0.00605051	5e-05	0.034192	0.08	0.0077212	6.42668e-06
7651	0.00604596	5e-05	0.0341876	0.08	0.0077015	6.42614e-06
7652	0.00604143	5e-05	0.0341833	0.08	0.0076819	6.4256e-06
7653	0.00603693	5e-05	0.0341789	0.08	0.00766241	6.42505e-06
7654	0.00603245	5e-05	0.0341745	0.08	0.00764303	6.4245e-06
7655	0.00602799	5e-05	0.0341701	0.08	0.00762375	6.42394e-06
7656	0.00602356	5e-05	0.0341657	0.08	0.00760457	6.42338e-06
7657	0.00601915	5e-05	0.0341614	0.08	0.0075855	6.42281e-06
7658	0.00601477	5e-05	0.034157	0.08	0.00756653	6.42224e-06
7659	0.00601041	5e-05	0.0341526	0.08	0.00754766	6.42167e-06
7660	0.00600607	5e-05	0.0341482	0.08	0.0075289	6.42109e-06
7661	0.00600176	5e-05	0.0341438	0.08	0.00751023	6.4205e-06
7662	0.00599747	5e-05	0.0341394	0.08	0.00749167	6.41991e-06
7663	0.0059932	5e-05	0.034135	0.08	0.00747321	6.41932e-06
7664	0.00598896	5e-05	0.0341306	0.08	0.00745484	6.41872e-06
7665	0.00598474	5e-05	0.0341262	0.08	0.00743658	6.41811e-06
7666	0.00598054	5e-05	0.0341218	0.08	0.00741841	6.41751e-06
7667	0.00597637	5e-05	0.0341174	0.08	0.00740035	6.41689e-06
7668	0.00597222	5e-05	0.034113	0.08	0.00738238	6.41628e-06
7669	0.00596809	5e-05	0.0341086	0.08	0.00736451	6.41566e-06
7670	0.00596398	5e-05	0.0341042	0.08	0.00734673	6.41503e-06
7671	0.0059599	5e-05	0.0340998	0.08	0.00732905	6.4144e-06
7672	0.00595584	5e-05	0.0340954	0.08	0.00731147	6.41376e-06
7673	0.0059518	5e-05	0.034091	0.08	0.00729398	6.41313e-06
7674	0.00594778	5e-05	0.0340866	0.08	0.00727659	6.41248e-06
7675	0.00594379	5e-05	0.0340821	0.08	0.00725929	6.41183e-06
7676	0.00593981	5e-05	0.0340777	0.08	0.00724208	6.41118e-06
7677	0.00593586	5e-05	0.0340733	0.08	0.00722497	6.41053e-06
7678	0.00593193	5e-05	0.0340689	0.08	0.00720795	6.40987e-06
7679	0.00592803	5e-05	0.0340645	0.08	0.00719102	6.4092e-06
7680	0.00592414	5e-05	0.0340601	0.08	0.00717419	6.40853e-06
7681	0.00592027	5e-05	0.0340557	0.08	0.00715744	6.40786e-06
7682	0.00591643	5e-05	0.0340512	0.08	0.00714079	6.40718e-06
7683	0.00591261	5e-05	0.0340468	0.08	0.00712423	6.4065e-06
7684	0.00590881	5e-05	0.0340424	0.08	0.00710775	6.40582e-06
7685	0.00590502	5e-05	0.034038	0.08	0.00709137	6.40513e-06
7686	0.00590126	5e-05	0.0340336	0.08	0.00707508	6.40443e-06
7687	0.00589753	5e-05	0.0340291	0.08	0.00705887	6.40373e-06
7688	0.00589381	5e-05	0.0340247	0.08	0.00704275	6.40303e-06
7689	0.00589011	5e-05	0.0340203	0.08	0.00702672	6.40233e-06
7690	0.00588643	5e-05	0.0340159	0.08	0.00701077	6.40162e-06
