# Output of 'KaSim' 'AMPA5_2080.ka' 'camkii.ka' 'pickgrip3.ka' 'Calcium_signalling.ka' 'K868.ka' 'K870.ka' 'K882.ka' 'Subunits.ka' 'Mod_Basal.ka' '-l' '5000' '-p' '1' '-o' 'most23.out' -seed 643380967
# "uuid" : "773883549"
"[T]","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_u","S818_p","S818_pp","I1_P","I1_u","PKA_a","PKA_i","Conductance","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","AMPA_GRIP_endo","AMPA_GRIP_PSD","AMPA_PICK_endo","AMPA_PICK_PSD","AMPA_NSF","AMPA_GRIP_PICK_endo","AMPA_GRIP_PICK_PSD","AMPA_S880","AMPA_Y876","23AMPA_GRIP_endo","23AMPA_GRIP_PSD","23AMPA_PICK_endo","23AMPA_PICK_PSD","23AMPA_NSF","23AMPA_GRIP_PICK_endo","23AMPA_GRIP_PICK_PSD","23AMPA_S880","23AMPA_Y876","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","12K870_ub","12K870_ub2","12K870_ub3","12K870_ub4","12K870_ub5","23K870_ub","23K870_ub2","23K870_ub3","23K870_ub4","23K870_ub5","12K882_ub","12K882_ub2","12K882_ub3","12K882_ub4","12K882_ub5","23K882_ub","23K882_ub2","23K882_ub3","23K882_ub4","23K882_ub5","AMPAR1","AMPAR12","AMPAR23"
10.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,9,0,41,41,1,0,0,108,1,4,4,1,12,2,17,0,7,0,8,4,0,0,0,38,10,15,5,29,12,4,0,36,1,30,1,1,50,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
11.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,10,0,40,40,0,0,0,108,0,1,1,0,12,6,17,0,6,0,8,6,0,0,0,40,9,16,4,27,14,4,0,29,3,30,1,0,50,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
12.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,10,0,40,40,0,0,0,108,1,5,5,3,14,8,14,0,8,0,4,5,0,0,0,39,10,12,4,29,10,3,0,32,5,30,1,1,50,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
13.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,10,0,40,40,1,0,0,108,1,5,5,1,8,17,17,0,4,0,4,4,0,0,0,39,9,21,3,29,15,3,1,30,1,30,1,1,50,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
14.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,15,0,35,35,0,0,0,108,3,7,7,4,4,13,11,0,5,0,4,4,0,0,0,40,11,21,5,25,15,4,1,24,3,30,1,3,50,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
15.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,15,0,35,35,0,0,0,108,3,10,10,0,7,21,12,0,9,0,8,5,0,0,0,45,9,15,3,18,14,2,1,28,2,30,1,3,50,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
16.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,13,0,37,37,0,0,0,108,1,4,4,1,7,26,14,0,5,0,6,5,0,0,0,41,10,19,5,23,16,4,2,25,2,30,1,1,50,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
17.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,12,0,38,38,0,1,0,107,2,6,6,1,4,32,17,0,6,0,3,3,0,0,0,39,9,17,5,19,12,4,2,29,3,30,2,2,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
18.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,15,0,35,35,0,1,0,107,3,8,8,1,8,29,14,0,7,0,6,5,0,0,0,41,10,14,0,20,9,0,2,31,4,30,2,3,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
19.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,15,0,35,35,1,1,0,108,4,6,6,3,7,29,16,0,4,0,5,3,0,0,0,39,8,22,3,26,12,2,3,25,3,30,3,4,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
20.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,16,0,34,34,0,1,0,108,3,9,9,0,3,28,15,0,7,0,3,7,0,0,0,43,8,23,3,18,14,1,4,23,1,30,1,3,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
21.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,15,0,35,35,0,1,0,107,8,13,13,0,4,38,12,0,7,0,5,3,0,0,0,45,9,19,4,16,13,4,3,21,3,30,1,8,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
22.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,15,0,35,35,0,1,0,108,4,14,14,1,3,29,10,0,6,0,5,3,0,0,0,45,10,23,0,18,17,0,4,27,1,30,6,4,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,200
23.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,11,0,39,39,0,1,0,107,5,16,16,2,7,32,13,0,6,0,6,2,0,0,0,42,9,17,2,17,11,2,5,27,3,30,2,5,50,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,50,200
24.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,12,0,38,38,0,1,0,108,7,18,18,1,7,31,15,0,7,0,4,4,0,0,0,39,11,18,3,17,11,2,6,30,1,30,5,7,50,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,200
25.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,14,0,36,36,0,1,0,108,6,17,17,2,5,39,16,0,6,0,8,5,0,0,0,37,11,13,5,15,6,4,6,22,3,30,1,6,50,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,200
26.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,16,0,34,34,0,1,0,108,4,11,11,1,7,37,17,0,4,0,6,3,0,0,0,37,11,12,7,14,6,6,3,21,4,30,1,4,50,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,200
27.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,16,0,34,34,0,1,0,108,8,20,20,0,6,37,18,0,3,0,5,2,0,0,0,41,7,21,5,10,18,2,4,29,2,30,2,8,50,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,200
28.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,17,0,33,33,0,1,0,107,5,17,17,0,2,35,17,0,7,0,2,6,0,0,0,43,6,19,2,28,14,2,4,21,2,30,2,5,50,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,200
29.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,19,0,31,31,1,0,0,108,11,26,26,1,5,35,15,0,5,0,8,4,0,0,0,43,7,17,3,18,10,2,5,25,2,30,1,11,50,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,200
30.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,19,0,31,31,1,0,0,108,9,21,21,1,4,39,13,0,6,0,3,4,0,0,0,44,8,18,6,14,15,5,4,25,5,30,0,9,50,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,200
31.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,18,0,32,32,0,0,0,108,5,19,19,1,7,37,18,0,8,0,2,4,0,0,0,39,8,19,2,19,8,2,4,26,7,30,2,5,50,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,200
32.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,18,0,32,32,0,0,0,108,10,21,21,2,4,37,12,0,7,0,6,4,0,0,0,42,10,17,4,15,10,3,5,21,3,30,1,10,50,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,200
33.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,2,0,0,108,6,23,23,1,5,40,14,0,6,0,2,4,0,0,0,44,7,14,3,12,8,2,5,18,5,30,1,6,50,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,200
34.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,1,0,108,10,26,26,2,5,38,11,0,5,0,4,2,0,0,0,46,7,21,3,19,14,3,7,22,4,30,3,10,50,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,50,200
35.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,2,0,108,7,25,25,3,2,37,17,0,9,0,2,6,0,0,0,38,8,17,5,12,9,3,8,25,3,30,1,7,50,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,50,200
36.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,1,0,108,7,20,20,1,8,39,17,0,5,0,2,4,0,0,0,39,9,16,3,9,11,1,6,23,5,30,1,7,50,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,50,200
37.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,0,1,0,108,9,28,28,0,9,39,15,0,3,0,4,3,0,0,0,41,10,18,4,10,9,4,5,21,3,30,2,9,50,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,50,200
38.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,0,1,0,108,12,29,29,3,8,40,12,0,7,0,0,7,0,0,0,43,8,15,3,10,13,2,6,23,9,30,4,12,50,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,50,200
39.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,23,0,27,27,0,1,0,108,9,21,21,3,8,39,12,0,7,0,3,5,0,0,0,42,9,12,5,11,10,4,6,17,0,30,2,9,50,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,50,200
40.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,22,0,28,28,1,1,0,107,15,28,28,1,8,40,15,0,6,0,3,6,0,0,0,42,8,18,2,7,11,2,5,19,2,30,1,15,50,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,50,200
41.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,22,0,28,28,0,1,0,108,9,28,28,0,2,40,17,0,3,0,4,3,0,0,0,40,9,24,4,7,14,3,6,21,3,30,3,9,50,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,50,200
42.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,0,1,0,107,4,26,26,1,7,40,17,0,5,0,3,5,0,0,0,39,9,19,3,10,11,2,5,22,3,30,1,4,50,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,50,200
43.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,17,0,33,33,0,1,0,108,14,35,35,3,3,38,14,0,4,0,4,3,0,0,0,40,9,21,4,17,18,4,6,23,8,30,0,14,50,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,50,200
44.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,17,0,33,33,1,1,0,108,7,18,18,3,4,40,15,0,5,0,2,4,0,0,0,40,8,19,6,17,14,5,7,21,4,30,3,7,50,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,50,200
45.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,17,0,33,33,0,2,0,107,5,19,19,2,5,40,13,0,3,0,2,3,0,0,0,42,9,19,5,14,16,4,9,23,3,30,1,5,50,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,50,200
46.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,0,3,0,107,8,29,29,0,4,38,15,0,5,0,5,4,0,0,0,41,10,24,2,12,14,2,8,19,4,30,5,8,50,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,50,200
47.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,23,0,27,27,2,3,0,107,7,25,25,4,4,40,17,0,6,0,4,4,0,0,0,37,8,18,2,7,11,1,7,17,3,30,1,7,50,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,50,200
48.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,23,0,27,27,0,2,0,108,8,26,26,0,1,40,17,0,6,0,1,6,0,0,0,42,7,25,2,9,15,1,6,14,3,30,4,8,50,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,50,200
49.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,2,0,106,3,17,17,5,9,38,12,0,10,0,1,6,0,0,0,43,6,10,5,14,5,4,10,20,5,30,2,3,50,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,50,200
50.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,17,0,33,33,0,2,0,105,5,18,18,4,7,39,11,0,4,0,6,3,0,0,0,48,3,20,4,8,14,2,12,26,3,30,1,5,51,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,51,200
51.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,18,0,32,32,0,1,0,107,3,17,17,2,6,39,17,0,9,0,3,5,0,0,0,41,6,15,5,11,12,2,11,25,5,30,1,3,51,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,51,200
52.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,19,0,31,31,0,1,0,108,6,26,26,1,6,40,14,0,4,0,3,3,0,0,0,44,7,21,2,10,16,2,11,26,2,30,2,6,51,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,200
53.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,1,0,107,8,25,25,3,6,37,16,0,8,0,0,6,0,0,0,43,4,20,2,10,17,2,9,23,5,30,1,8,51,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,200
54.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,1,1,0,106,13,34,34,1,3,36,14,0,8,0,4,6,0,0,0,46,5,18,3,15,15,2,9,21,2,30,2,14,51,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,200
55.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,1,0,108,5,27,27,2,5,34,16,0,4,0,3,4,0,0,0,43,5,17,6,9,10,1,8,23,3,30,0,5,52,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,200
56.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,23,0,27,27,0,1,0,108,10,19,19,1,5,40,13,0,9,0,1,5,0,0,0,47,5,17,3,16,12,3,8,18,10,30,1,10,52,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,200
57.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,24,0,26,26,0,2,0,108,7,24,24,0,8,38,18,0,7,0,2,4,0,0,0,41,7,15,3,11,9,2,10,23,6,30,0,7,52,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,200
58.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,25,0,25,25,0,1,0,108,7,24,24,3,4,40,18,0,6,0,3,6,0,0,0,37,8,17,4,15,11,3,7,20,2,30,3,7,52,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,200
59.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,27,0,23,23,0,1,0,107,9,38,38,1,4,38,17,0,9,0,1,7,0,0,0,39,9,17,1,10,13,0,6,16,3,30,0,9,52,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,200
60.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,29,0,21,21,2,2,0,108,8,34,34,2,2,38,14,0,5,0,4,2,0,0,0,45,5,23,1,14,15,0,4,18,4,30,1,8,52,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,200
61.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,31,0,19,19,0,2,0,108,12,32,32,2,6,37,16,0,5,0,6,4,0,0,0,42,6,20,3,11,11,3,4,12,6,30,1,12,52,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,200
62.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,32,0,18,18,0,2,0,108,7,21,21,0,5,39,17,0,5,0,5,3,0,0,0,41,8,20,2,11,12,2,3,11,2,30,3,7,52,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,200
63.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,29,0,21,21,0,2,0,108,8,35,35,0,7,39,20,0,3,0,1,3,0,0,0,40,6,23,1,11,16,1,5,15,5,30,1,8,52,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,200
64.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,27,0,23,23,0,2,0,108,5,26,26,2,8,38,20,0,8,0,2,5,0,0,0,40,4,14,0,15,9,0,6,14,6,30,1,5,53,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,53,200
65.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,28,0,22,22,0,3,0,108,8,31,31,3,5,40,17,0,5,0,6,5,0,0,0,41,5,20,3,14,9,3,8,14,4,30,1,8,53,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,53,200
66.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,28,0,22,22,1,3,0,107,7,24,24,1,5,39,17,0,10,0,1,8,0,0,0,43,5,19,0,13,14,0,7,17,3,30,0,7,53,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,53,200
67.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,26,0,24,24,1,3,0,107,6,22,22,2,7,39,16,0,12,0,0,6,0,0,0,42,6,15,0,10,12,0,8,16,3,30,1,6,53,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,53,200
68.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,22,0,28,28,1,4,0,106,9,30,30,4,5,39,13,0,8,0,1,4,0,0,0,42,7,20,2,12,13,1,8,20,4,30,1,9,54,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,54,200
69.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,19,0,31,31,1,4,0,108,14,34,34,2,7,39,14,0,9,0,7,5,0,0,0,41,9,16,2,10,12,2,6,17,2,30,1,14,54,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,54,200
70.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,22,0,28,28,0,4,0,107,8,33,33,0,8,40,13,0,5,0,3,3,0,0,0,44,9,17,3,16,14,3,6,21,3,30,1,8,54,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,54,200
71.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,23,0,27,27,0,4,0,108,9,23,23,1,7,40,14,0,5,0,4,4,0,0,0,44,7,20,1,13,18,1,5,16,4,30,0,9,54,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,54,200
72.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,1,4,0,106,13,28,28,0,4,39,12,0,4,0,4,3,0,0,0,46,8,17,3,11,12,3,7,21,5,30,3,13,54,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,54,200
73.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,0,3,0,106,12,29,29,1,6,39,13,0,6,0,8,4,0,0,0,45,7,18,4,10,9,2,6,20,5,30,7,12,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,54,200
74.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,0,3,0,107,11,27,27,4,5,39,13,0,5,0,2,3,0,0,0,43,6,19,4,8,10,2,5,24,4,30,5,11,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,54,200
75.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,22,0,28,28,0,2,0,107,13,33,33,2,8,39,16,0,3,0,1,3,0,0,0,41,7,20,2,10,14,1,5,19,1,30,3,13,54,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,54,200
