# Output of 'KaSim' 'AMPA5_23.ka' 'camkii.ka' 'pickgrip3.ka' 'Calcium_signalling.ka' 'K868.ka' 'K870.ka' 'K882.ka' 'Subunits.ka' 'Mod_Basal.ka' '-l' '5000' '-p' '1' '-o' 'All23.out' -seed 136228922
# "uuid" : "76673866"
"[T]","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","S818_u","S818_p","S818_pp","I1_P","I1_u","PKA_a","PKA_i","Conductance","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII_C4","CaMKII_CaM","CaM_CaMKII_all","GRIP_level","PICK1_level","actPKC_level","AMPA_GRIP_endo","AMPA_GRIP_PSD","AMPA_PICK_endo","AMPA_PICK_PSD","AMPA_NSF","AMPA_GRIP_PICK_endo","AMPA_GRIP_PICK_PSD","AMPA_S880","AMPA_Y876","23AMPA_GRIP_endo","23AMPA_GRIP_PSD","23AMPA_PICK_endo","23AMPA_PICK_PSD","23AMPA_NSF","23AMPA_GRIP_PICK_endo","23AMPA_GRIP_PICK_PSD","23AMPA_S880","23AMPA_Y876","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","12K870_ub","12K870_ub2","12K870_ub3","12K870_ub4","12K870_ub5","23K870_ub","23K870_ub2","23K870_ub3","23K870_ub4","23K870_ub5","12K882_ub","12K882_ub2","12K882_ub3","12K882_ub4","12K882_ub5","23K882_ub","23K882_ub2","23K882_ub3","23K882_ub4","23K882_ub5","AMPAR1","AMPAR12","AMPAR23"
10.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,9,0,41,41,0,0,0,108,0,4,4,2,13,2,0,0,0,0,0,0,0,0,0,48,16,22,4,35,19,3,0,32,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,250
11.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,8,0,42,42,1,0,0,108,1,5,5,2,11,2,0,0,0,0,0,0,0,0,0,48,16,21,6,27,18,6,0,31,2,30,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,250
12.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,4,0,46,46,1,0,0,108,1,6,6,1,11,5,0,0,0,0,0,0,0,0,0,50,15,21,5,39,18,5,0,35,4,30,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,250
13.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,2,0,48,48,1,0,0,108,4,11,11,1,10,8,0,0,0,0,0,0,0,0,0,50,15,21,6,33,13,6,0,35,4,30,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,250
14.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,3,0,47,47,2,0,0,108,3,8,8,0,12,10,0,0,0,0,0,0,0,0,0,54,12,18,5,34,17,4,0,35,3,30,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,250
15.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,4,0,46,46,0,0,0,108,0,6,6,1,7,18,0,0,0,0,0,0,0,0,0,56,9,26,3,30,19,1,2,30,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,250
16.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,4,0,46,46,0,0,0,108,7,13,13,0,11,22,0,0,0,0,0,0,0,0,0,55,11,20,3,27,18,3,2,38,0,30,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,250
17.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,8,0,42,42,0,0,0,108,4,10,10,1,4,28,0,0,0,0,0,0,0,0,0,55,10,23,3,27,16,2,2,29,1,30,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,250
18.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,10,0,40,40,0,0,0,108,10,22,22,1,4,33,0,0,0,0,0,0,0,0,0,53,12,23,5,26,15,2,4,27,1,30,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,250
19.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,10,0,40,40,0,0,0,108,2,8,8,1,6,29,0,0,0,0,0,0,0,0,0,50,15,21,5,28,17,3,4,27,4,30,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,250
20.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,7,0,43,43,0,0,0,108,1,8,8,4,5,29,0,0,0,0,0,0,0,0,0,48,14,20,6,29,15,5,5,33,1,30,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,250
21.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,6,0,44,44,0,0,0,108,3,11,11,0,6,32,0,0,0,0,0,0,0,0,0,53,13,20,9,23,14,6,2,33,4,30,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,250
22.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,7,0,43,43,0,0,0,108,4,9,9,0,6,38,0,0,0,0,0,0,0,0,0,49,17,18,7,15,14,6,2,31,0,30,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,250
23.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,8,0,42,42,0,0,0,108,5,13,13,0,7,37,0,0,0,0,0,0,0,0,0,53,13,23,4,13,14,4,4,30,5,30,1,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,250
24.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,9,0,41,41,1,0,0,108,10,17,17,1,5,36,0,0,0,0,1,0,0,0,0,51,14,20,5,20,14,4,5,30,6,30,2,10,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,250
25.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,13,0,37,37,0,0,0,108,8,20,20,2,5,37,0,0,0,0,0,0,0,0,0,54,10,20,5,20,14,4,4,27,1,30,5,8,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,250
26.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,15,0,35,35,0,0,0,108,4,15,15,1,3,38,0,0,0,0,0,0,0,0,0,56,9,27,4,16,19,3,7,28,2,30,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,250
27.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,18,0,32,32,0,0,0,108,2,16,16,1,6,35,0,0,0,0,0,0,0,0,0,57,8,22,5,19,16,4,5,20,4,30,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,250
28.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,17,0,33,33,0,0,0,108,5,25,25,0,2,36,0,0,0,0,0,0,0,0,0,55,11,29,3,15,20,2,3,24,7,30,3,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,250
29.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,19,0,31,31,0,0,0,108,9,22,22,3,3,37,0,0,0,0,0,0,0,0,0,53,10,24,2,21,15,1,3,19,1,30,6,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,250
30.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,17,0,33,33,0,1,0,108,8,26,26,3,6,38,0,0,0,0,1,0,0,0,0,50,13,23,3,20,14,3,4,21,5,30,2,8,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,250
31.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,15,0,35,35,0,1,0,108,6,16,16,2,6,38,0,0,0,0,0,0,0,0,0,53,11,15,5,17,9,3,6,20,2,30,1,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,250
32.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,17,0,33,33,0,1,0,108,8,21,21,0,11,39,0,0,0,0,0,0,0,0,0,56,10,19,5,13,16,4,4,21,3,30,2,8,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,250
33.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,19,0,31,31,0,1,0,108,8,27,27,2,5,39,0,0,0,0,0,0,0,0,0,53,11,18,6,22,11,4,2,24,6,30,3,8,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,250
34.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,24,0,26,26,0,1,0,107,11,23,23,2,7,35,1,0,0,0,0,0,0,0,0,54,9,20,4,20,12,4,1,20,2,30,0,11,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,250
35.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,23,0,27,27,0,1,0,107,6,25,25,2,7,38,1,0,1,0,0,1,0,0,0,54,9,24,3,10,18,3,3,23,3,30,1,6,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,250
36.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,0,1,0,108,3,18,18,0,7,38,0,0,0,0,0,0,0,0,0,59,7,25,1,10,15,1,4,23,4,30,2,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,250
37.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,18,0,32,32,0,1,0,108,7,26,26,2,3,40,0,0,0,0,0,0,0,0,0,58,6,27,4,12,17,2,6,20,3,30,2,7,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,250
38.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,1,2,0,108,9,23,23,3,6,38,1,0,1,0,0,1,0,0,0,55,7,23,3,14,14,2,8,21,4,30,3,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,250
39.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,22,0,28,28,0,2,0,107,9,27,27,1,4,39,0,0,0,0,0,0,0,0,0,55,10,23,4,9,15,3,7,18,4,30,3,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,250
40.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,23,0,27,27,1,3,0,107,5,26,26,2,4,39,0,0,0,0,0,0,0,0,0,55,9,27,1,13,15,1,5,20,9,30,4,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,250
41.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,0,4,0,105,9,30,30,2,6,38,0,0,0,0,0,0,0,0,0,53,11,24,4,14,16,3,7,21,2,30,2,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,251
42.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,19,0,31,31,1,4,0,107,3,21,21,3,4,38,0,0,0,0,1,0,0,0,0,48,15,19,7,12,13,6,6,18,6,30,3,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,251
43.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,18,0,32,32,0,3,0,107,11,33,33,0,6,40,0,0,0,0,0,0,0,0,0,55,11,23,5,13,17,4,6,23,4,30,3,11,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,251
44.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,22,0,28,28,1,4,0,106,10,31,31,0,5,39,0,0,0,0,0,0,0,0,0,55,11,25,2,10,15,2,5,17,4,30,3,10,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,251
45.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,2,0,107,9,29,29,3,4,40,0,0,0,0,1,0,0,0,0,55,8,27,5,13,15,4,5,21,4,30,4,9,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,251
46.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,24,0,26,26,0,2,0,108,8,26,26,0,6,40,0,0,0,0,0,0,0,0,0,58,8,23,4,17,11,3,4,17,6,30,1,8,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,251
47.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,24,0,26,26,0,1,0,107,8,25,25,1,4,40,1,0,0,0,0,0,0,0,0,53,11,25,1,15,13,1,5,17,3,30,3,8,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,251
48.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,22,0,28,28,0,1,0,108,10,33,33,4,3,39,0,0,0,0,0,0,0,0,0,53,9,27,2,20,20,1,6,20,4,30,0,10,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,251
49.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,1,0,108,10,30,30,3,4,37,0,0,0,0,0,0,0,0,0,57,6,25,3,16,12,2,5,18,2,30,3,10,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,251
50.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,1,1,0,108,10,26,26,2,2,38,1,0,0,0,0,0,0,0,0,59,4,27,3,12,21,3,5,17,4,30,3,10,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,251
51.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,17,0,33,33,0,1,0,108,13,22,22,0,7,37,1,0,0,0,0,0,0,0,0,59,6,24,2,9,18,2,6,20,5,30,1,13,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,251
52.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,0,1,0,108,8,29,29,3,7,39,1,0,0,0,0,0,0,0,0,55,7,26,1,21,19,1,8,23,3,30,1,8,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,251
53.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,24,0,26,26,0,0,0,108,10,26,26,2,3,37,1,0,1,0,0,1,0,0,0,55,8,22,5,9,16,4,8,21,7,30,0,10,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,251
54.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,0,0,108,10,30,30,1,11,39,0,0,0,0,0,0,0,0,0,56,9,19,6,10,11,5,8,20,2,30,1,10,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,251
55.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,19,0,31,31,0,0,0,108,6,26,26,1,5,40,0,0,0,0,0,0,0,0,0,58,7,25,1,17,15,0,6,25,4,30,1,6,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,251
56.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,0,0,108,8,24,24,3,8,37,0,0,0,0,0,0,0,0,0,54,9,24,1,16,14,0,6,16,7,30,3,8,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,251
57.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,18,0,32,32,0,0,0,108,9,28,28,0,4,38,0,0,0,0,0,0,0,0,0,55,11,23,4,11,16,4,8,21,6,30,0,9,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,251
58.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,0,0,0,108,5,28,28,1,7,38,0,0,0,0,0,0,0,0,0,57,8,22,3,15,18,3,6,23,2,30,1,5,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,251
59.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,1,0,108,14,34,34,2,7,39,0,0,0,0,0,0,0,0,0,57,7,27,0,17,14,0,5,20,1,30,2,14,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,251
60.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,18,0,32,32,0,1,0,108,5,23,23,2,5,38,0,0,0,0,0,0,0,0,0,57,7,23,4,14,16,2,8,21,8,30,1,5,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,251
61.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,1,0,108,11,26,26,3,5,40,0,0,0,0,0,0,0,0,0,58,5,28,3,14,17,2,8,20,2,30,1,11,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,251
62.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,22,0,28,28,0,2,0,108,10,32,32,1,5,39,0,0,0,0,0,0,0,0,0,58,7,27,2,17,15,1,8,22,6,30,2,10,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,251
63.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,24,0,26,26,0,2,0,108,6,28,28,1,2,40,0,0,0,0,0,0,0,0,0,58,7,31,1,11,21,0,7,20,5,30,2,6,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,251
64.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,24,0,26,26,1,2,0,107,8,27,27,1,4,37,0,0,0,0,0,0,0,0,0,59,6,30,3,11,20,1,6,18,4,30,6,8,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,251
65.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,26,0,24,24,0,2,0,108,9,28,28,1,4,39,0,0,0,0,0,0,0,0,0,60,5,30,1,11,21,1,8,18,6,30,3,9,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,251
66.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,26,0,24,24,0,2,0,108,10,36,36,1,7,38,0,0,1,0,0,0,0,0,0,58,7,24,3,13,17,3,7,15,2,30,4,10,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,251
67.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,27,0,23,23,1,2,0,108,14,34,34,0,6,38,0,0,0,0,1,0,0,0,0,60,6,25,2,13,16,2,7,14,4,30,4,14,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,251
68.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,27,0,23,23,0,2,0,108,10,25,25,2,9,40,0,0,0,0,1,0,0,0,0,59,5,25,1,10,17,0,7,17,7,30,2,10,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,251
69.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,21,0,29,29,0,2,0,107,10,34,34,1,10,36,1,0,1,0,0,0,0,0,0,60,4,24,1,11,20,0,10,22,3,30,3,10,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,251
70.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,19,0,31,31,0,2,0,107,9,30,30,4,3,38,1,0,0,0,0,0,0,0,0,59,2,28,0,13,17,0,12,24,1,30,2,9,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,251
71.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,18,0,32,32,0,2,0,107,7,26,26,2,7,38,1,0,0,0,0,0,0,0,0,57,6,23,1,15,15,1,13,24,9,30,3,7,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,251
72.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,16,0,34,34,0,1,0,108,7,34,34,4,6,40,2,0,0,0,0,0,0,0,0,54,6,25,3,13,17,3,11,23,7,30,2,7,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,251
73.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,16,0,34,34,0,2,0,108,12,33,33,2,4,40,1,0,0,0,0,0,0,0,0,56,7,27,2,15,13,2,10,20,6,30,2,12,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,251
74.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,18,0,32,32,0,2,0,106,6,17,17,4,5,36,0,0,0,0,0,0,0,0,0,56,6,23,2,13,18,2,10,19,8,30,2,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,251
75.,0,0,0,0,0,0,0,0,0,0,108,0,0,0.,20,0,30,30,0,0,0,108,10,29,29,2,10,39,0,0,0,0,0,0,0,0,0,56,8,19,4,13,15,3,10,23,5,30,0,10,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,251
