# Output of 'KaSim' 'AMPA7.ka' 'camkii.ka' 'pickgrip.ka' 'Calcium_signalling1000.ka' 'Subunits.ka' 'K868.ka' 'K870.ka' 'K882.ka' '-l' '1000' '-p' '1' '-o' '1000.ka' -seed 602558605
# "uuid" : "659190814"
"[T]","Basal","Small","Medium","Large","Glu_Trigger","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","I1_P","I1_u","PKA_a","PKA_i","PKA_killer","Glutamate_level","Conductance","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII","GRIP_level","PICK1_level","actPKC_level","AMPA_GRIP_endo","AMPA_GRIP_PSD","AMPA_PICK_endo","AMPA_PICK_PSD","AMPA_NSF","AMPA_GRIP_PICK_endo","AMPA_GRIP_PICK_PSD","AMPA_S880","AMPA_Y876","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","AMPAR1","AMPAR12","AMPAR23","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5"
12.,141,0,0,0,0,0,0,39,1,0,38,0,49,0,2,15,0,39.,0,39,11,50,0,0,0,21,0,0,17,0,39,15,13,4,14,13,4,0,29,1,30,4,0,0,141,35,141,0,0,0,0,0,141,0,0,0,0,0,141,0,0,0,0,0
13.,141,0,0,0,0,0,0,39,1,0,38,1,48,0,2,15,0,39.,0,39,11,50,0,0,0,20,0,2,15,0,37,14,18,3,15,13,3,0,31,0,30,2,0,0,141,35,139,2,0,0,0,0,141,0,0,0,0,0,140,1,0,0,0,0
14.,138,3,0,0,0,0,0,39,1,0,38,1,48,0,2,15,0,39.,0,39,11,50,0,0,0,20,0,0,15,0,38,14,15,6,18,15,5,0,28,1,30,2,0,0,141,35,139,2,0,0,0,0,141,0,0,0,0,0,140,1,0,0,0,0
15.,140,1,0,0,0,0,0,39,1,0,38,2,47,0,2,15,0,39.,0,39,11,50,0,0,0,19,0,2,14,0,39,12,15,6,12,14,5,0,27,0,30,2,0,0,141,35,139,2,0,0,0,0,138,3,0,0,0,0,140,1,0,0,0,0
16.,139,2,0,0,0,0,0,38,1,0,37,2,47,0,2,15,0,38.,1,38,11,49,0,0,0,18,0,2,11,0,41,10,15,7,7,13,6,0,28,0,30,1,0,0,141,35,139,2,0,0,0,0,138,3,0,0,0,0,140,1,0,0,0,0
17.,140,1,0,0,0,0,0,39,2,0,37,2,47,0,2,15,0,39.,0,39,11,50,0,0,0,18,0,0,15,0,40,13,14,7,15,12,5,0,26,0,30,1,0,0,141,35,139,2,0,0,0,0,137,4,0,0,0,0,141,0,0,0,0,0
18.,141,0,0,0,0,0,0,39,1,0,38,2,47,0,2,15,0,39.,0,39,11,50,0,0,0,19,0,1,14,0,39,13,15,5,13,10,4,0,28,1,30,2,0,0,141,35,139,2,0,0,0,0,138,3,0,0,0,0,141,0,0,0,0,0
19.,141,0,0,0,0,0,0,39,2,0,37,1,48,0,2,15,0,39.,0,39,11,50,0,0,0,19,0,1,17,0,40,13,17,3,16,15,2,0,31,0,30,3,0,0,141,35,139,2,0,0,0,0,138,3,0,0,0,0,141,0,0,0,0,0
20.,140,1,0,0,0,0,0,39,2,0,37,1,48,0,2,15,0,39.,0,39,11,50,0,0,0,19,0,2,16,0,39,13,13,4,19,11,3,0,29,1,30,1,0,0,141,35,139,2,0,0,0,0,138,3,0,0,0,0,141,0,0,0,0,0
21.,141,0,0,0,0,0,0,39,2,0,37,1,48,0,2,15,0,39.,0,39,11,50,0,0,0,19,0,2,16,0,39,14,17,3,11,14,3,0,30,1,30,2,0,0,141,35,139,2,0,0,0,0,136,5,0,0,0,0,141,0,0,0,0,0
22.,141,0,0,0,0,0,0,39,2,0,37,1,48,1,1,15,0,39.,0,39,11,50,0,0,0,19,0,1,17,0,40,13,15,4,6,13,4,0,26,0,30,0,0,0,141,35,138,3,0,0,0,0,136,5,0,0,0,0,141,0,0,0,0,0
23.,141,0,0,0,0,0,0,39,2,0,37,0,49,0,2,15,0,39.,0,39,11,50,0,0,0,19,0,2,14,0,39,14,14,6,8,14,6,0,29,0,30,3,0,0,141,35,138,3,0,0,0,0,136,5,0,0,0,0,140,1,0,0,0,0
24.,141,0,0,0,0,0,0,39,2,0,37,0,49,0,2,15,0,39.,0,39,11,50,0,0,0,20,0,4,18,0,38,12,14,6,8,11,6,0,30,1,30,2,0,0,141,35,138,3,0,0,0,0,136,5,0,0,0,0,140,1,0,0,0,0
25.,141,0,0,0,0,0,0,39,2,0,37,1,48,0,2,15,0,39.,0,39,11,50,0,0,0,19,0,1,13,0,41,11,16,5,18,15,5,0,25,1,30,2,0,0,141,35,138,3,0,0,0,0,136,5,0,0,0,0,139,2,0,0,0,0
26.,141,0,0,0,0,0,0,38,2,0,36,1,48,0,2,15,0,38.,1,38,11,49,0,0,0,20,0,1,18,0,38,12,16,4,19,14,4,0,28,0,30,2,0,0,141,35,138,3,0,0,0,0,137,4,0,0,0,0,139,2,0,0,0,0
27.,141,0,0,0,0,0,0,38,2,0,36,1,48,0,2,15,0,38.,1,38,11,49,0,0,0,20,0,0,16,0,43,9,12,5,15,12,3,0,28,0,30,2,0,0,141,35,137,4,0,0,0,0,137,4,0,0,0,0,138,3,0,0,0,0
28.,140,1,0,0,0,0,0,38,2,0,36,1,48,0,2,15,0,38.,1,38,11,49,0,0,0,20,0,1,14,0,43,9,14,5,17,14,4,0,29,1,30,1,0,0,141,35,137,4,0,0,0,0,138,3,0,0,0,0,138,3,0,0,0,0
29.,141,0,0,0,0,0,0,38,2,0,36,1,48,0,2,15,0,38.,1,38,11,49,0,0,0,20,0,3,20,0,41,13,16,2,10,14,2,0,30,0,30,1,0,0,141,35,138,3,0,0,0,0,139,2,0,0,0,0,136,5,0,0,0,0
30.,141,0,0,0,0,0,0,38,2,0,36,1,48,0,2,15,0,38.,0,38,12,50,0,0,0,19,0,2,17,0,40,13,16,6,13,13,5,0,29,1,30,2,0,0,141,35,137,4,0,0,0,0,139,2,0,0,0,0,135,6,0,0,0,0
31.,141,0,0,0,0,0,0,38,2,0,36,1,48,0,2,15,0,38.,0,38,12,50,0,0,0,19,0,1,16,0,41,14,17,3,16,17,3,0,29,0,30,0,0,0,141,35,139,2,0,0,0,0,139,2,0,0,0,0,135,6,0,0,0,0
32.,141,0,0,0,0,0,0,38,2,0,36,1,48,1,1,15,0,38.,0,38,12,50,0,0,0,20,0,2,21,0,41,14,11,5,13,11,4,0,26,1,30,2,0,0,141,35,139,2,0,0,0,0,137,4,0,0,0,0,135,6,0,0,0,0
33.,140,1,0,0,0,0,0,38,2,0,36,1,48,1,1,15,0,38.,0,38,12,50,0,0,0,21,0,0,14,0,39,15,17,4,9,17,4,0,26,0,30,3,0,0,141,35,139,1,1,0,0,0,137,4,0,0,0,0,135,6,0,0,0,0
34.,141,0,0,0,0,0,0,38,2,0,36,1,48,0,2,15,0,38.,0,38,12,50,0,0,0,20,0,3,18,0,34,15,14,6,19,10,6,0,28,0,30,2,0,0,141,35,138,2,1,0,0,0,138,3,0,0,0,0,135,6,0,0,0,0
35.,141,0,0,0,0,0,0,38,2,0,36,1,48,0,2,15,0,38.,0,38,12,50,0,0,0,20,0,1,11,0,37,14,17,8,15,14,5,0,25,1,30,3,0,0,141,35,138,2,1,0,0,0,138,3,0,0,0,0,136,5,0,0,0,0
36.,141,0,0,0,0,0,0,38,2,0,36,1,48,1,1,15,0,38.,0,38,12,50,0,0,0,19,0,3,15,0,37,9,14,4,13,12,2,0,29,1,30,2,0,0,141,35,138,2,1,0,0,0,138,3,0,0,0,0,135,6,0,0,0,0
37.,141,0,0,0,0,0,0,38,2,0,36,1,48,0,2,15,0,38.,0,38,12,50,0,0,0,20,0,1,14,0,41,9,13,7,14,12,6,0,23,0,30,1,0,0,141,35,138,2,1,0,0,0,138,3,0,0,0,0,135,6,0,0,0,0
38.,141,0,0,0,0,0,0,38,2,0,36,0,49,1,1,15,0,38.,0,38,12,50,0,0,0,21,0,5,17,0,38,9,14,5,13,11,4,0,21,0,30,2,0,0,141,35,138,2,1,0,0,0,138,3,0,0,0,0,136,5,0,0,0,0
39.,139,2,0,0,0,0,0,38,2,0,36,0,49,0,2,15,0,38.,0,38,12,50,0,0,0,21,0,5,20,0,37,12,11,3,14,11,3,0,26,0,30,2,0,0,141,35,138,2,1,0,0,0,138,3,0,0,0,0,136,5,0,0,0,0
40.,140,1,0,0,0,0,0,38,2,0,36,1,48,1,1,15,0,38.,0,38,12,50,0,0,0,20,0,0,15,0,42,13,16,4,9,15,3,0,27,1,30,3,0,0,141,35,138,2,1,0,0,0,137,4,0,0,0,0,136,5,0,0,0,0
41.,141,0,0,0,0,0,0,38,2,0,36,2,47,0,2,15,0,38.,0,38,12,50,0,0,0,20,0,2,15,0,40,15,18,6,14,17,6,0,26,1,30,2,0,0,141,35,137,3,1,0,0,0,137,4,0,0,0,0,136,5,0,0,0,0
42.,141,0,0,0,0,0,0,38,2,0,36,2,47,0,2,15,0,38.,0,38,12,50,0,0,0,20,0,0,13,0,39,15,19,5,9,17,4,0,25,1,30,5,0,0,141,35,137,3,1,0,0,0,137,4,0,0,0,0,137,4,0,0,0,0
43.,140,1,0,0,0,0,0,38,2,0,36,2,47,0,2,15,0,38.,0,38,12,50,0,0,0,19,0,1,18,0,38,14,17,3,7,12,3,0,23,0,30,1,0,0,141,35,137,3,1,0,0,0,136,5,0,0,0,0,136,5,0,0,0,0
44.,140,1,0,0,0,0,0,38,3,0,35,1,48,0,2,15,0,38.,0,38,12,50,0,0,0,18,0,2,20,0,38,15,13,6,7,12,6,0,26,1,30,3,0,0,141,35,138,2,1,0,0,0,136,5,0,0,0,0,138,3,0,0,0,0
45.,141,0,0,0,0,0,0,38,2,0,36,2,47,0,2,15,0,38.,0,38,12,50,0,0,0,19,0,2,15,0,37,14,14,2,14,12,1,0,25,1,30,5,0,0,141,35,138,2,1,0,0,0,136,5,0,0,0,0,137,4,0,0,0,0
46.,141,0,0,0,0,0,0,38,2,0,36,2,47,0,2,15,0,38.,0,38,12,50,0,0,0,19,0,5,19,0,36,13,12,6,12,10,4,0,35,1,30,6,0,0,141,35,137,3,1,0,0,0,136,5,0,0,0,0,137,4,0,0,0,0
47.,141,0,0,0,0,0,0,38,2,0,36,2,47,1,1,15,0,38.,0,38,12,50,0,0,0,19,0,3,17,0,43,12,15,5,11,11,5,0,24,1,30,6,0,0,141,35,137,3,1,0,0,0,136,5,0,0,0,0,137,4,0,0,0,0
48.,141,0,0,0,0,0,0,38,2,0,36,2,47,0,2,15,0,38.,0,38,12,50,0,0,0,19,0,2,11,0,39,15,18,8,16,17,8,0,28,0,30,7,0,0,141,35,137,3,1,0,0,0,136,5,0,0,0,0,136,5,0,0,0,0
49.,141,0,0,0,0,0,0,38,2,0,36,2,47,0,2,15,0,38.,0,38,12,50,0,0,0,17,0,1,14,0,38,14,16,7,17,14,7,0,25,0,30,7,0,0,141,35,135,5,1,0,0,0,135,6,0,0,0,0,135,6,0,0,0,0
50.,140,1,0,0,0,0,0,38,2,0,36,2,47,0,2,15,0,38.,0,38,12,50,0,0,0,18,0,1,12,0,34,13,17,2,13,16,2,0,31,0,30,4,0,0,141,35,134,6,1,0,0,0,135,6,0,0,0,0,135,6,0,0,0,0
51.,139,2,0,0,0,0,0,38,2,0,36,2,47,0,2,15,0,38.,0,38,12,50,0,0,0,19,0,2,14,0,37,13,12,7,11,11,6,0,28,1,30,9,0,0,141,35,134,6,1,0,0,0,135,6,0,0,0,0,135,6,0,0,0,0
52.,141,0,0,0,0,0,0,38,2,0,36,2,47,0,2,15,0,38.,0,38,12,50,0,0,0,19,0,3,15,0,38,12,15,6,13,14,4,0,29,1,30,11,0,0,141,35,134,5,2,0,0,0,135,6,0,0,0,0,134,7,0,0,0,0
53.,141,0,0,0,0,0,0,38,2,0,36,1,48,1,3,15,0,38.,0,38,12,50,0,0,0,18,0,2,15,0,38,14,14,6,10,13,5,0,29,1,30,6,0,0,141,35,134,4,3,0,0,0,136,5,0,0,0,0,133,8,0,0,0,0
54.,140,1,0,0,0,0,0,38,1,0,37,2,47,0,4,15,0,38.,0,38,12,50,0,0,0,18,0,2,14,0,35,15,13,6,11,11,6,0,30,0,30,7,0,0,141,35,134,4,3,0,0,0,136,5,0,0,0,0,132,9,0,0,0,0
55.,139,2,0,0,0,0,0,38,2,0,36,2,47,0,4,15,0,38.,0,38,12,50,0,0,0,17,0,1,11,0,37,13,13,8,14,10,7,0,29,1,30,7,0,0,141,35,134,3,4,0,0,0,135,6,0,0,0,0,131,10,0,0,0,0
56.,141,0,0,0,0,0,0,38,2,0,36,2,47,3,1,15,0,38.,0,38,12,50,0,0,0,16,0,0,18,0,40,12,15,2,15,15,1,0,29,1,30,4,0,0,141,35,134,3,4,0,0,0,136,5,0,0,0,0,131,10,0,0,0,0
57.,141,0,0,0,0,0,0,38,2,0,36,2,47,1,3,15,0,38.,0,38,12,50,0,0,0,13,0,2,11,0,43,10,17,5,11,16,4,0,26,1,30,4,0,0,141,35,134,3,4,0,0,0,136,5,0,0,0,0,131,10,0,0,0,0
58.,141,0,0,0,0,0,0,38,2,0,36,2,47,1,3,15,0,38.,0,38,12,50,0,0,0,15,0,2,19,0,41,12,14,3,15,12,2,0,27,1,30,4,0,0,141,35,134,3,4,0,0,0,136,5,0,0,0,0,131,10,0,0,0,0
59.,141,0,0,0,0,0,0,38,2,0,36,3,46,0,4,15,0,38.,0,38,12,50,0,0,0,17,0,5,15,0,40,12,19,4,9,17,4,0,30,0,30,6,0,0,141,35,135,2,4,0,0,0,135,6,0,0,0,0,132,9,0,0,0,0
60.,140,1,0,0,0,0,0,38,2,0,36,3,46,0,4,15,0,38.,0,38,12,50,0,0,0,17,0,3,19,0,38,13,13,4,15,11,3,0,26,1,30,6,0,0,141,35,133,4,4,0,0,0,135,6,0,0,0,0,131,10,0,0,0,0
61.,140,1,0,0,0,0,0,38,2,0,36,2,47,0,4,15,0,38.,0,38,12,50,0,0,0,17,0,3,16,0,38,13,16,7,12,15,6,0,23,0,30,7,0,0,141,35,133,4,4,0,0,0,135,6,0,0,0,0,131,10,0,0,0,0
62.,139,2,0,0,0,0,0,38,2,0,36,2,47,0,4,15,0,38.,0,38,12,50,0,0,0,16,0,4,15,0,35,15,17,4,11,14,4,0,26,0,30,4,0,0,141,35,133,4,4,0,0,0,135,6,0,0,0,0,131,10,0,0,0,0
63.,139,2,0,0,0,0,0,38,2,0,36,2,47,0,4,15,0,38.,0,38,12,50,0,0,0,17,0,3,16,0,37,16,10,8,12,8,7,0,23,0,30,5,0,0,141,35,133,3,5,0,0,0,135,6,0,0,0,0,130,11,0,0,0,0
64.,141,0,0,0,0,0,0,38,1,1,36,3,46,0,4,15,0,38.,0,38,12,50,0,0,0,16,0,1,14,0,33,20,14,8,12,12,8,0,25,0,30,6,0,0,141,35,132,4,5,0,0,0,135,6,0,0,0,0,130,11,0,0,0,0
65.,140,1,0,0,0,0,0,38,1,1,36,3,46,0,4,15,0,38.,0,38,12,50,0,0,0,14,0,4,17,0,34,17,9,6,12,7,5,0,27,0,30,5,0,0,141,35,133,3,5,0,0,0,135,6,0,0,0,0,132,9,0,0,0,0
66.,141,0,0,0,0,0,0,38,1,1,36,3,46,0,4,15,0,38.,0,38,12,50,0,0,0,12,0,1,17,0,31,18,11,7,9,10,6,0,26,0,30,5,0,0,141,35,133,3,5,0,0,0,136,5,0,0,0,0,132,9,0,0,0,0
67.,140,1,0,0,0,0,0,38,2,1,35,3,46,1,3,15,0,38.,0,38,12,50,0,0,0,13,0,2,13,0,33,18,17,5,12,15,4,0,27,0,30,9,0,0,141,35,133,5,3,0,0,0,136,5,0,0,0,0,130,11,0,0,0,0
68.,141,0,0,0,0,0,0,38,2,1,35,3,46,1,3,15,0,38.,0,38,12,50,0,0,0,14,0,2,15,0,34,17,8,10,15,8,10,0,32,0,30,4,0,0,141,35,132,5,4,0,0,0,136,5,0,0,0,0,130,11,0,0,0,0
69.,140,1,0,0,0,0,0,38,2,1,35,3,46,0,4,15,0,38.,0,38,12,50,0,0,0,15,0,2,18,0,38,14,12,7,15,10,7,0,29,0,30,3,0,0,141,35,132,5,4,0,0,0,137,4,0,0,0,0,130,11,0,0,0,0
70.,141,0,0,0,0,0,0,38,2,1,35,2,47,0,4,15,0,38.,0,38,12,50,0,0,0,15,0,4,11,0,37,15,17,8,14,17,6,0,25,0,30,5,0,0,141,35,132,6,3,0,0,0,136,5,0,0,0,0,130,11,0,0,0,0
71.,140,1,0,0,0,0,0,38,3,1,34,5,44,1,5,15,0,38.,0,38,12,50,0,0,0,13,0,1,14,0,40,13,19,5,15,17,4,0,30,1,30,5,0,0,141,35,132,6,3,0,0,0,136,5,0,0,0,0,130,11,0,0,0,0
72.,141,0,0,0,0,0,0,38,2,2,34,6,43,1,5,15,0,38.,0,38,12,50,0,0,0,12,0,4,12,0,40,10,17,4,17,14,3,0,23,1,30,6,0,0,141,35,131,7,3,0,0,0,137,4,0,0,0,0,131,10,0,0,0,0
73.,140,1,0,0,0,0,0,38,2,2,34,6,43,1,5,15,0,38.,0,38,12,50,0,0,0,11,0,2,19,0,38,10,14,2,17,11,2,0,27,1,30,4,0,0,141,35,132,7,2,0,0,0,137,4,0,0,0,0,130,11,0,0,0,0
74.,141,0,0,0,0,0,0,38,2,2,34,6,43,1,5,15,0,38.,0,38,12,50,0,0,0,16,0,4,14,0,37,10,16,4,17,13,3,0,28,1,30,3,0,0,141,35,132,7,2,0,0,0,137,4,0,0,0,0,130,11,0,0,0,0
75.,141,0,0,0,0,0,0,38,2,2,34,7,42,1,5,15,0,38.,0,38,12,50,0,0,0,14,0,2,16,0,41,10,17,3,9,14,3,0,33,2,30,5,0,0,141,35,132,7,2,0,0,0,137,4,0,0,0,0,130,11,0,0,0,0
76.,141,0,0,0,0,0,0,38,2,2,34,7,42,1,5,15,0,38.,0,38,12,50,0,0,0,13,0,3,14,0,39,11,16,6,16,13,5,0,31,1,30,5,0,0,141,35,132,6,3,0,0,0,136,5,0,0,0,0,129,12,0,0,0,0
77.,138,3,0,0,0,0,0,38,3,2,33,6,43,0,6,15,0,38.,0,38,12,50,0,0,0,12,0,4,12,0,39,14,20,3,8,15,2,0,27,0,30,4,0,0,141,35,132,6,3,0,0,0,136,5,0,0,0,0,129,12,0,0,0,0
78.,140,1,0,0,0,0,0,38,3,2,33,6,43,1,5,15,0,38.,0,38,12,50,0,0,0,11,0,1,18,0,37,13,13,3,14,12,3,0,31,0,30,4,0,0,141,35,133,5,3,0,0,0,136,5,0,0,0,0,131,10,0,0,0,0
79.,140,1,0,0,0,0,0,38,3,2,33,5,44,0,6,15,0,38.,0,38,12,50,0,0,0,11,0,3,17,0,36,16,15,6,15,13,4,0,21,0,30,3,0,0,141,35,133,5,3,0,0,0,134,7,0,0,0,0,131,10,0,0,0,0
80.,140,1,0,0,0,0,0,38,2,2,34,6,43,0,6,15,0,38.,0,38,12,50,0,0,0,12,0,4,21,0,35,13,9,4,9,8,3,0,25,0,30,3,0,0,141,35,133,3,5,0,0,0,134,7,0,0,0,0,131,10,0,0,0,0
81.,141,0,0,0,0,0,0,38,2,2,34,7,42,0,6,15,0,38.,0,38,12,50,0,0,0,10,0,1,19,0,37,15,13,4,13,13,3,0,29,1,30,3,0,0,141,35,133,3,5,0,0,0,135,6,0,0,0,0,131,10,0,0,0,0
82.,141,0,0,0,0,0,0,38,2,2,34,6,43,1,5,15,0,38.,0,38,12,50,0,0,0,8,0,1,16,0,37,14,15,4,12,13,3,0,26,0,30,1,0,0,141,35,133,3,5,0,0,0,135,6,0,0,0,0,131,10,0,0,0,0
83.,141,0,0,0,0,0,0,38,3,2,33,7,42,2,4,15,0,38.,0,38,12,50,0,0,0,8,0,3,18,0,38,16,15,3,12,12,3,0,26,0,30,1,0,0,141,35,133,3,5,0,0,0,135,6,0,0,0,0,131,10,0,0,0,0
84.,140,1,0,0,0,0,0,38,3,2,33,7,42,0,6,15,0,38.,0,38,12,50,0,0,0,9,0,2,15,0,37,17,14,8,7,12,7,0,27,0,30,3,0,0,141,35,133,3,5,0,0,0,135,6,0,0,0,0,133,8,0,0,0,0
85.,141,0,0,0,0,0,0,38,3,2,33,7,42,1,5,15,0,38.,0,38,12,50,0,0,0,10,0,1,20,0,41,15,12,6,14,11,5,0,20,0,30,2,0,0,141,35,134,2,5,0,0,0,135,6,0,0,0,0,134,7,0,0,0,0
86.,141,0,0,0,0,0,0,38,3,2,33,7,42,0,6,15,0,38.,0,38,12,50,0,0,0,7,0,2,17,0,41,11,18,4,15,17,3,0,28,0,30,3,0,0,141,35,134,2,5,0,0,0,134,7,0,0,0,0,134,7,0,0,0,0
87.,140,1,0,0,0,0,0,38,4,2,32,7,42,0,6,15,0,38.,0,38,12,50,0,0,0,8,0,2,21,0,36,15,11,3,12,8,2,0,29,0,30,1,0,0,141,35,133,3,4,1,0,0,134,7,0,0,0,0,134,7,0,0,0,0
88.,141,0,0,0,0,0,0,38,4,2,32,7,42,0,6,15,0,38.,0,38,12,50,0,0,0,8,0,2,16,0,32,15,11,5,11,9,5,0,24,0,30,1,0,0,141,35,133,3,4,1,0,0,134,7,0,0,0,0,134,7,0,0,0,0
89.,140,1,0,0,0,0,0,38,5,2,31,7,42,0,6,15,0,38.,0,38,12,50,0,0,0,10,0,1,10,0,33,13,12,8,12,11,6,0,27,0,30,4,0,0,141,35,132,4,4,1,0,0,133,8,0,0,0,0,135,6,0,0,0,0
90.,141,0,0,0,0,0,0,38,6,2,30,8,41,1,5,15,0,38.,0,38,12,50,0,0,0,6,0,3,11,0,34,13,16,7,13,12,7,0,22,0,30,4,0,0,141,35,132,5,4,0,0,0,133,8,0,0,0,0,135,6,0,0,0,0
91.,138,3,0,0,0,0,0,38,7,2,29,8,41,1,5,15,0,38.,0,38,12,50,0,0,0,8,0,3,22,0,37,13,10,3,10,9,3,0,23,1,30,3,0,0,141,35,133,4,4,0,0,0,133,8,0,0,0,0,137,4,0,0,0,0
92.,140,1,0,0,0,0,0,38,7,2,29,9,40,0,6,15,0,38.,0,38,12,50,0,0,0,6,0,3,16,0,37,11,11,4,12,10,4,0,23,0,30,2,0,0,141,35,133,4,4,0,0,0,133,8,0,0,0,0,137,4,0,0,0,0
93.,141,0,0,0,0,0,0,38,7,2,29,9,40,1,5,15,0,38.,0,38,12,50,0,0,0,8,0,2,11,0,37,11,21,3,12,17,2,0,27,0,30,1,0,0,141,35,133,4,4,0,0,0,133,8,0,0,0,0,137,4,0,0,0,0
94.,141,0,0,0,0,0,0,38,7,2,29,6,43,0,6,15,0,38.,0,38,12,50,0,0,0,5,0,1,13,0,38,13,12,8,16,12,7,0,24,0,30,3,0,0,141,35,133,4,4,0,0,0,133,8,0,0,0,0,138,3,0,0,0,0
95.,140,1,0,0,0,0,0,38,8,2,28,6,43,0,6,15,0,38.,0,38,12,50,0,0,0,7,0,2,12,0,40,11,17,7,10,16,5,0,29,0,30,5,0,0,141,35,132,6,3,0,0,0,133,8,0,0,0,0,139,2,0,0,0,0
