# Output of 'KaSim' 'AMPA7.ka' 'camkii.ka' 'pickgrip.ka' 'Calcium_signalling100.ka' 'Subunits.ka' 'K868.ka' 'K870.ka' 'K882.ka' '-l' '1000' '-p' '1' '-o' '100.ka' -seed 1044278549
# "uuid" : "311787475"
"[T]","Basal","Small","Medium","Large","Glu_Trigger","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","I1_P","I1_u","PKA_a","PKA_i","PKA_killer","Glutamate_level","Conductance","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII","GRIP_level","PICK1_level","actPKC_level","AMPA_GRIP_endo","AMPA_GRIP_PSD","AMPA_PICK_endo","AMPA_PICK_PSD","AMPA_NSF","AMPA_GRIP_PICK_endo","AMPA_GRIP_PICK_PSD","AMPA_S880","AMPA_Y876","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","AMPAR1","AMPAR12","AMPAR23","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5"
25.,142,0,0,0,0,0,0,38,0,0,38,0,49,0,0,15,0,38.,2,38,10,48,0,0,0,22,0,2,14,0,32,14,14,5,21,12,5,0,29,1,30,7,0,0,142,35,141,1,0,0,0,0,140,2,0,0,0,0,140,2,0,0,0,0
26.,140,2,0,0,0,0,0,38,0,0,38,0,49,0,0,15,0,38.,2,38,10,48,0,0,0,22,0,1,13,0,34,16,17,6,16,15,4,0,27,1,30,6,0,0,142,35,141,1,0,0,0,0,140,2,0,0,0,0,140,2,0,0,0,0
27.,140,2,0,0,0,0,0,38,0,0,38,0,49,0,0,15,0,38.,2,38,10,48,0,0,0,22,0,1,14,0,31,16,9,6,9,8,6,0,30,1,30,8,0,0,142,35,142,0,0,0,0,0,139,3,0,0,0,0,139,3,0,0,0,0
28.,141,1,0,0,0,0,0,38,0,0,38,0,49,0,0,15,0,38.,2,38,10,48,0,0,0,22,0,4,15,0,32,12,13,6,14,11,5,0,27,1,30,7,0,0,142,35,142,0,0,0,0,0,139,3,0,0,0,0,140,2,0,0,0,0
29.,142,0,0,0,0,0,0,38,0,0,38,0,49,0,0,15,0,38.,2,38,10,48,0,0,0,22,0,2,15,0,34,14,17,2,16,13,2,0,21,0,30,3,0,0,142,35,142,0,0,0,0,0,140,2,0,0,0,0,140,2,0,0,0,0
30.,142,0,0,0,0,0,0,38,0,0,38,0,49,0,0,15,0,38.,2,38,10,48,0,0,0,22,0,1,18,0,34,16,8,8,9,8,6,0,27,1,30,4,0,0,142,35,142,0,0,0,0,0,139,3,0,0,0,0,140,2,0,0,0,0
31.,142,0,0,0,0,0,0,38,0,0,38,0,49,0,0,15,0,38.,1,38,11,49,0,0,0,22,0,2,18,0,35,15,10,8,15,9,8,0,21,0,30,6,0,0,142,35,142,0,0,0,0,0,139,3,0,0,0,0,140,2,0,0,0,0
32.,141,1,0,0,0,0,0,38,0,0,38,0,49,0,0,15,0,38.,1,38,11,49,0,0,0,22,0,1,15,0,37,15,12,6,14,12,6,0,29,1,30,5,0,0,142,35,142,0,0,0,0,0,139,3,0,0,0,0,140,2,0,0,0,0
33.,142,0,0,0,0,0,0,38,0,0,38,0,49,0,0,15,0,38.,1,38,11,49,0,0,0,22,0,1,20,0,38,16,13,3,16,10,3,0,23,0,30,5,0,0,142,35,141,1,0,0,0,0,139,3,0,0,0,0,140,2,0,0,0,0
34.,141,1,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,2,16,0,34,17,9,9,12,8,9,0,28,1,30,7,0,0,142,35,140,2,0,0,0,0,139,3,0,0,0,0,141,1,0,0,0,0
35.,142,0,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,0,17,0,39,15,12,4,13,10,3,0,23,1,30,8,0,0,142,35,140,2,0,0,0,0,139,3,0,0,0,0,141,1,0,0,0,0
36.,142,0,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,3,18,0,38,14,11,9,10,11,7,0,26,1,30,7,0,0,142,35,139,3,0,0,0,0,139,3,0,0,0,0,141,1,0,0,0,0
37.,142,0,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,2,14,0,36,17,16,6,16,15,6,0,29,1,30,1,0,0,142,35,138,3,1,0,0,0,140,2,0,0,0,0,141,1,0,0,0,0
38.,142,0,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,1,10,0,38,15,18,5,13,17,4,0,29,0,30,6,0,0,142,35,139,2,0,1,0,0,139,3,0,0,0,0,142,0,0,0,0,0
39.,141,1,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,4,19,0,39,11,10,4,16,9,4,0,27,1,30,4,0,0,142,35,139,2,0,1,0,0,139,3,0,0,0,0,141,1,0,0,0,0
40.,142,0,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,2,14,0,39,11,19,4,13,15,3,0,27,1,30,6,0,0,142,35,139,2,0,1,0,0,138,4,0,0,0,0,141,1,0,0,0,0
41.,142,0,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,1,16,0,35,14,13,7,17,11,6,0,26,0,30,5,0,0,142,35,139,2,0,1,0,0,137,5,0,0,0,0,141,1,0,0,0,0
42.,141,1,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,3,13,0,34,12,13,9,21,9,7,0,29,1,30,2,0,0,142,35,139,2,0,1,0,0,137,5,0,0,0,0,141,1,0,0,0,0
43.,143,0,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,1,14,0,34,14,11,6,11,9,4,0,28,0,30,5,0,0,143,35,139,3,1,0,0,0,139,4,0,0,0,0,142,1,0,0,0,0
44.,141,2,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,3,19,0,38,14,10,7,9,10,6,0,25,1,30,6,0,0,143,35,139,3,1,0,0,0,139,4,0,0,0,0,142,1,0,0,0,0
45.,144,0,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,2,17,0,39,15,16,4,13,13,4,0,25,0,30,2,0,0,144,35,141,2,1,0,0,0,140,4,0,0,0,0,143,1,0,0,0,0
46.,143,1,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,4,13,0,42,9,18,4,13,16,3,0,26,1,30,5,0,0,144,35,141,2,1,0,0,0,141,3,0,0,0,0,143,1,0,0,0,0
47.,143,1,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,6,16,0,41,11,19,4,10,16,3,0,24,0,30,3,0,0,144,35,140,4,0,0,0,0,141,3,0,0,0,0,143,1,0,0,0,0
48.,143,1,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,2,37,11,48,0,0,0,22,0,2,14,0,40,15,17,7,13,15,7,0,28,1,30,6,0,0,144,35,140,4,0,0,0,0,141,3,0,0,0,0,143,1,0,0,0,0
49.,144,0,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,1,37,12,49,0,0,0,22,0,0,16,0,37,19,12,7,13,10,7,0,26,0,30,4,0,0,144,35,139,5,0,0,0,0,140,4,0,0,0,0,143,1,0,0,0,0
50.,144,0,0,0,0,0,0,37,0,0,37,0,49,0,0,15,0,37.,1,37,12,49,0,0,0,22,0,1,22,0,39,16,9,6,16,9,6,0,27,1,30,4,0,0,144,35,139,5,0,0,0,0,140,4,0,0,0,0,143,1,0,0,0,0
51.,144,0,0,0,0,0,0,37,0,0,37,0,49,1,1,15,0,37.,1,37,12,49,0,0,0,22,0,1,15,0,38,17,13,5,13,12,5,0,27,0,30,3,0,0,144,35,139,4,1,0,0,0,141,3,0,0,0,0,142,2,0,0,0,0
52.,144,0,0,0,0,0,0,37,0,0,37,0,49,0,2,15,0,37.,1,37,12,49,0,0,0,22,0,3,16,0,35,14,14,6,9,12,6,0,20,1,30,1,0,0,144,35,140,3,1,0,0,0,141,3,0,0,0,0,142,2,0,0,0,0
53.,143,1,0,0,0,0,0,37,0,0,37,1,48,0,2,15,0,37.,1,37,12,49,0,0,0,20,0,2,15,0,38,14,16,5,16,14,4,0,26,0,30,4,0,0,144,35,140,3,1,0,0,0,141,3,0,0,0,0,142,2,0,0,0,0
54.,144,0,0,0,0,0,0,37,0,0,37,1,48,0,2,15,0,37.,1,37,12,49,0,0,0,21,0,1,12,0,35,17,16,7,14,14,6,0,28,0,30,2,0,0,144,35,139,4,1,0,0,0,141,3,0,0,0,0,141,3,0,0,0,0
55.,142,2,0,0,0,0,0,37,0,0,37,1,48,1,1,15,0,37.,1,37,12,49,0,0,0,21,0,2,13,0,34,17,14,8,8,11,5,0,24,1,30,2,0,0,144,35,140,3,1,0,0,0,141,3,0,0,0,0,141,3,0,0,0,0
56.,143,1,0,0,0,0,0,37,0,0,37,1,48,0,2,15,0,37.,1,37,12,49,0,0,0,20,0,2,13,0,39,14,17,6,8,13,6,0,25,1,30,2,0,0,144,35,140,3,1,0,0,0,141,3,0,0,0,0,140,4,0,0,0,0
57.,144,0,0,0,0,0,0,37,1,0,36,1,48,0,2,15,0,37.,1,37,12,49,0,0,0,21,0,3,13,0,36,16,15,9,18,14,9,0,23,0,30,3,0,0,144,35,140,3,1,0,0,0,141,3,0,0,0,0,140,4,0,0,0,0
58.,144,0,0,0,0,0,0,37,1,0,36,1,48,0,2,15,0,37.,1,37,12,49,0,0,0,21,0,1,15,0,34,14,15,4,12,14,4,0,26,0,30,6,0,0,144,35,141,2,1,0,0,0,141,3,0,0,0,0,140,4,0,0,0,0
59.,143,1,0,0,0,0,0,37,1,0,36,1,48,0,2,15,0,37.,1,37,12,49,0,0,0,21,0,1,17,0,33,15,13,5,15,9,5,0,23,1,30,5,0,0,144,35,141,2,1,0,0,0,140,4,0,0,0,0,140,4,0,0,0,0
60.,144,0,0,0,0,0,0,37,1,0,36,1,48,0,2,15,0,37.,1,37,12,49,0,0,0,21,0,3,23,0,34,13,10,2,9,9,2,0,27,1,30,5,0,0,144,35,140,3,1,0,0,0,140,4,0,0,0,0,140,4,0,0,0,0
61.,144,0,0,0,0,0,0,36,1,0,35,1,48,2,2,15,0,36.,2,36,12,48,0,0,0,20,0,3,16,0,32,14,11,4,19,10,4,0,28,0,30,1,0,0,144,35,140,3,1,0,0,0,140,4,0,0,0,0,140,4,0,0,0,0
62.,143,1,0,0,0,0,0,36,2,0,34,1,48,0,4,15,0,36.,2,36,12,48,0,0,0,20,0,3,18,0,29,15,11,8,15,9,6,0,26,1,30,1,0,0,144,35,140,3,1,0,0,0,139,5,0,0,0,0,140,4,0,0,0,0
63.,144,0,0,0,0,0,0,36,3,0,33,1,48,0,4,15,0,36.,2,36,12,48,0,0,0,18,0,0,11,0,32,14,14,4,19,13,4,0,24,0,30,4,0,0,144,35,140,3,1,0,0,0,138,6,0,0,0,0,141,3,0,0,0,0
64.,142,2,0,0,0,0,0,36,3,0,33,1,48,0,4,15,0,36.,2,36,12,48,0,0,0,19,0,1,14,0,35,13,13,5,16,12,5,0,26,1,30,2,0,0,144,35,140,3,1,0,0,0,139,5,0,0,0,0,139,5,0,0,0,0
65.,144,0,0,0,0,0,0,36,3,0,33,1,48,0,4,15,0,36.,2,36,12,48,0,0,0,19,0,2,17,0,37,14,14,3,14,12,3,0,24,0,30,2,0,0,144,35,140,3,1,0,0,0,139,5,0,0,0,0,139,5,0,0,0,0
66.,144,0,0,0,0,0,0,36,2,0,34,2,47,0,4,15,0,36.,2,36,12,48,0,0,0,19,0,2,16,0,38,13,15,5,16,14,4,0,23,0,30,4,0,0,144,35,140,3,1,0,0,0,138,6,0,0,0,0,140,4,0,0,0,0
67.,144,0,0,0,0,0,0,36,2,0,34,2,47,0,4,15,0,36.,2,36,12,48,0,0,0,18,0,0,11,0,38,16,18,3,13,12,3,0,24,0,30,3,0,0,144,35,140,4,0,0,0,0,138,6,0,0,0,0,140,4,0,0,0,0
68.,144,0,0,0,0,0,0,36,2,0,34,4,45,0,4,15,0,36.,2,36,12,48,0,0,0,17,0,2,16,0,39,14,12,7,16,10,6,0,28,1,30,4,0,0,144,35,140,4,0,0,0,0,140,4,0,0,0,0,140,4,0,0,0,0
69.,142,2,0,0,0,0,0,36,2,0,34,6,43,0,4,15,0,36.,2,36,12,48,0,0,0,14,0,5,15,0,38,15,14,5,15,11,5,0,23,0,30,4,0,0,144,35,140,4,0,0,0,0,140,4,0,0,0,0,140,4,0,0,0,0
70.,144,0,0,0,0,0,0,36,2,0,34,4,45,2,2,15,0,36.,2,36,12,48,0,0,0,14,0,3,21,0,40,12,9,4,13,7,2,0,24,0,30,4,0,0,144,35,142,2,0,0,0,0,139,5,0,0,0,0,141,3,0,0,0,0
71.,144,0,0,0,0,0,0,36,2,0,34,4,45,1,3,15,0,36.,1,36,13,49,0,0,0,15,0,1,14,0,43,11,18,5,13,18,5,0,27,0,30,4,0,0,144,35,142,2,0,0,0,0,138,6,0,0,0,0,141,3,0,0,0,0
72.,144,0,0,0,0,0,0,36,1,0,35,4,45,1,3,15,0,36.,1,36,13,49,0,0,0,16,0,3,17,0,38,11,16,4,16,14,3,0,25,1,30,4,0,0,144,35,142,2,0,0,0,0,138,6,0,0,0,0,141,3,0,0,0,0
73.,144,0,0,0,0,0,0,36,1,0,35,4,45,1,3,15,0,36.,1,36,13,49,0,0,0,15,0,4,17,0,44,9,16,4,10,15,4,0,23,0,30,4,0,0,144,35,141,3,0,0,0,0,137,7,0,0,0,0,141,3,0,0,0,0
74.,144,0,0,0,0,0,0,35,1,0,34,4,45,0,4,15,0,35.,2,35,13,48,0,0,0,15,0,0,18,0,40,13,15,3,14,11,2,0,22,1,30,2,0,0,144,35,141,3,0,0,0,0,138,6,0,0,0,0,141,3,0,0,0,0
75.,144,0,0,0,0,0,0,35,1,0,34,4,45,1,3,15,0,35.,2,35,13,48,0,0,0,15,0,2,15,0,40,12,14,5,17,13,5,0,23,1,30,3,0,0,144,35,141,3,0,0,0,0,139,5,0,0,0,0,140,4,0,0,0,0
76.,143,1,0,0,0,0,0,35,2,0,33,5,44,3,1,15,0,35.,2,35,13,48,0,0,0,13,0,1,14,0,35,14,10,6,12,8,6,0,23,1,30,3,0,0,144,35,141,3,0,0,0,0,139,5,0,0,0,0,139,5,0,0,0,0
77.,144,0,0,0,0,0,0,35,1,0,34,6,43,2,2,15,0,35.,2,35,13,48,0,0,0,13,0,0,16,0,32,17,12,7,13,11,7,0,25,0,30,4,0,0,144,35,141,3,0,0,0,0,140,4,0,0,0,0,139,5,0,0,0,0
78.,144,0,0,0,0,0,0,35,1,0,34,6,43,0,4,15,0,35.,2,35,13,48,0,0,0,12,0,1,15,0,33,17,10,9,6,9,9,0,25,0,30,3,0,0,144,35,142,2,0,0,0,0,140,4,0,0,0,0,139,5,0,0,0,0
79.,143,1,0,0,0,0,0,35,1,0,34,5,44,0,4,15,0,35.,2,35,13,48,0,0,0,12,0,3,18,0,35,16,10,6,16,10,6,0,25,0,30,4,0,0,144,35,143,1,0,0,0,0,140,4,0,0,0,0,139,5,0,0,0,0
80.,142,2,0,0,0,0,0,35,1,0,34,5,44,0,4,15,0,35.,1,35,14,49,0,0,0,11,0,1,15,0,41,14,18,2,13,17,2,0,23,0,30,1,0,0,144,35,143,1,0,0,0,0,140,4,0,0,0,0,140,4,0,0,0,0
81.,145,0,0,0,0,0,0,35,1,0,34,5,44,0,4,15,0,35.,1,35,14,49,0,0,0,10,0,2,19,0,38,16,13,6,10,9,6,0,23,0,30,1,0,0,145,35,145,0,0,0,0,0,141,4,0,0,0,0,141,4,0,0,0,0
82.,144,1,0,0,0,0,0,35,1,0,34,5,44,0,4,15,0,35.,1,35,14,49,0,0,0,12,0,6,19,0,39,13,12,6,15,9,6,0,23,0,30,3,0,0,145,35,145,0,0,0,0,0,141,4,0,0,0,0,141,4,0,0,0,0
83.,145,0,0,0,0,0,0,35,2,0,33,5,44,1,3,15,0,35.,1,35,14,49,0,0,0,12,0,2,15,0,37,17,18,3,13,16,3,0,25,0,30,3,0,0,145,35,145,0,0,0,0,0,140,5,0,0,0,0,141,4,0,0,0,0
84.,145,0,0,0,0,0,0,35,2,0,33,5,44,0,4,15,0,35.,1,35,14,49,0,0,0,13,0,0,13,0,40,17,16,4,23,13,4,0,28,0,30,2,0,0,145,35,145,0,0,0,0,0,140,5,0,0,0,0,141,4,0,0,0,0
85.,144,1,0,0,0,0,0,35,2,0,33,4,45,0,4,15,0,35.,1,35,14,49,0,0,0,11,0,1,15,0,41,17,15,5,9,12,4,0,27,1,30,1,0,0,145,35,145,0,0,0,0,0,140,5,0,0,0,0,141,4,0,0,0,0
86.,144,1,0,0,0,0,0,35,1,0,34,3,46,0,4,15,0,35.,1,35,14,49,0,0,0,13,0,1,14,0,42,13,12,7,12,12,5,0,24,0,30,3,0,0,145,35,145,0,0,0,0,0,140,5,0,0,0,0,141,4,0,0,0,0
87.,144,1,0,0,0,0,0,35,0,0,35,4,45,0,4,15,0,35.,1,35,14,49,0,0,0,11,0,2,17,0,39,14,14,8,14,11,7,0,29,2,30,4,0,0,145,35,145,0,0,0,0,0,140,5,0,0,0,0,141,4,0,0,0,0
88.,144,1,0,0,0,0,0,35,0,0,35,4,45,0,4,15,0,35.,1,35,14,49,0,0,0,13,0,1,16,0,38,11,15,3,7,14,3,0,23,1,30,2,0,0,145,35,145,0,0,0,0,0,140,5,0,0,0,0,141,4,0,0,0,0
89.,143,2,0,0,0,0,0,35,0,0,35,4,45,0,4,15,0,35.,1,35,14,49,0,0,0,13,0,3,12,0,36,11,16,6,10,14,5,0,21,0,30,3,0,0,145,35,145,0,0,0,0,0,140,5,0,0,0,0,141,4,0,0,0,0
90.,143,2,0,0,0,0,0,35,0,0,35,4,45,0,4,15,0,35.,1,35,14,49,0,0,0,13,0,4,11,0,40,8,18,3,11,14,2,0,23,1,30,4,0,0,145,35,145,0,0,0,0,0,141,4,0,0,0,0,141,4,0,0,0,0
91.,145,0,0,0,0,0,0,35,0,0,35,2,47,0,4,15,0,35.,1,35,14,49,0,0,0,15,0,1,18,0,37,12,14,3,18,11,3,0,26,0,30,5,0,0,145,35,144,1,0,0,0,0,141,4,0,0,0,0,141,4,0,0,0,0
92.,145,0,0,0,0,0,0,35,0,0,35,2,47,1,3,15,0,35.,1,35,14,49,0,0,0,16,0,1,18,0,36,14,17,1,16,15,1,0,26,1,30,1,0,0,145,35,144,1,0,0,0,0,140,5,0,0,0,0,141,4,0,0,0,0
93.,143,2,0,0,0,0,0,35,1,0,34,2,47,0,4,15,0,35.,1,35,14,49,0,0,0,16,0,2,19,0,34,15,12,4,21,10,4,0,24,0,30,3,0,0,145,35,143,2,0,0,0,0,140,5,0,0,0,0,141,4,0,0,0,0
94.,145,0,0,0,0,0,0,35,1,0,34,2,47,0,4,15,0,35.,1,35,14,49,0,0,0,17,0,2,15,0,33,17,13,6,14,12,5,0,21,2,30,2,0,0,145,35,143,2,0,0,0,0,140,5,0,0,0,0,141,4,0,0,0,0
95.,145,0,0,0,0,0,0,35,1,0,34,2,47,0,4,15,0,35.,1,35,14,49,0,0,0,17,0,1,12,0,38,12,18,5,16,15,3,0,23,0,30,6,0,0,145,35,143,2,0,0,0,0,140,5,0,0,0,0,141,4,0,0,0,0
