# Output of 'KaSim' 'AMPA7.ka' 'camkii.ka' 'pickgrip.ka' 'Calcium_signalling2000.ka' 'Subunits.ka' 'K868.ka' 'K870.ka' 'K882.ka' '-l' '1000' '-p' '1' '-o' '2000.ka' -seed 900462835
# "uuid" : "977965729"
"[T]","Basal","Small","Medium","Large","Glu_Trigger","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","I1_P","I1_u","PKA_a","PKA_i","PKA_killer","Glutamate_level","Conductance","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII","GRIP_level","PICK1_level","actPKC_level","AMPA_GRIP_endo","AMPA_GRIP_PSD","AMPA_PICK_endo","AMPA_PICK_PSD","AMPA_NSF","AMPA_GRIP_PICK_endo","AMPA_GRIP_PICK_PSD","AMPA_S880","AMPA_Y876","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","AMPAR1","AMPAR12","AMPAR23","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5"
10.,141,0,0,0,0,0,0,40,0,0,40,0,49,0,2,15,0,40.,0,40,10,50,0,0,0,21,0,0,11,0,40,14,15,10,16,14,9,0,32,0,30,3,0,0,141,35,141,0,0,0,0,0,139,2,0,0,0,0,140,1,0,0,0,0
11.,141,0,0,0,0,0,0,40,0,0,40,0,49,0,2,15,0,40.,0,40,10,50,0,0,0,19,0,3,14,0,38,12,16,4,16,13,4,0,25,1,30,5,0,0,141,35,141,0,0,0,0,0,138,3,0,0,0,0,138,3,0,0,0,0
12.,141,0,0,0,0,0,0,40,0,0,40,0,49,0,2,15,0,40.,0,40,10,50,0,0,0,19,0,3,15,0,34,15,12,5,7,9,5,0,29,0,30,3,0,0,141,35,141,0,0,0,0,0,137,4,0,0,0,0,138,3,0,0,0,0
13.,141,0,0,0,0,0,0,40,0,0,40,0,49,0,2,15,0,40.,0,40,10,50,0,0,0,20,0,1,12,0,35,20,14,11,13,12,10,0,29,0,30,2,0,0,141,35,141,0,0,0,0,0,137,4,0,0,0,0,138,3,0,0,0,0
14.,141,0,0,0,0,0,0,40,0,0,40,0,49,0,2,15,0,40.,0,40,10,50,0,0,0,20,0,2,19,0,38,19,11,5,13,10,5,0,36,0,30,3,0,0,141,35,141,0,0,0,0,0,136,5,0,0,0,0,139,2,0,0,0,0
15.,140,1,0,0,0,0,0,40,0,0,40,0,49,0,2,15,0,40.,0,40,10,50,0,0,0,20,0,0,16,0,41,19,15,7,6,14,6,0,31,1,30,7,0,0,141,35,141,0,0,0,0,0,136,5,0,0,0,0,139,2,0,0,0,0
16.,141,0,0,0,0,0,0,40,0,0,40,0,49,0,2,15,0,40.,0,40,10,50,0,0,0,20,0,2,16,0,42,14,14,8,17,13,5,0,30,1,30,7,0,0,141,35,141,0,0,0,0,0,135,6,0,0,0,0,140,1,0,0,0,0
17.,141,0,0,0,0,0,0,40,0,0,40,0,49,0,4,15,0,40.,0,40,10,50,0,0,0,20,0,2,11,0,44,11,14,6,11,13,3,0,32,0,30,3,0,0,141,35,141,0,0,0,0,0,136,5,0,0,0,0,140,1,0,0,0,0
18.,138,3,0,0,0,0,0,40,0,0,40,1,48,1,3,15,0,40.,0,40,10,50,0,0,0,19,0,1,13,0,44,12,15,6,11,12,6,0,31,0,30,5,0,0,141,35,141,0,0,0,0,0,136,5,0,0,0,0,140,1,0,0,0,0
19.,141,0,0,0,0,0,0,40,0,0,40,1,48,0,4,15,0,40.,0,40,10,50,0,0,0,20,0,3,10,0,38,14,16,9,16,15,7,0,30,0,30,3,0,0,141,35,141,0,0,0,0,0,136,5,0,0,0,0,140,1,0,0,0,0
20.,140,1,0,0,0,0,0,40,0,0,40,1,48,1,3,15,0,40.,0,40,10,50,0,0,0,19,0,1,15,0,39,14,17,6,9,17,6,0,29,1,30,5,0,0,141,35,141,0,0,0,0,0,136,5,0,0,0,0,140,1,0,0,0,0
21.,140,1,0,0,0,0,0,40,1,0,39,1,48,0,4,15,0,40.,0,40,10,50,0,0,0,19,0,1,10,0,37,17,20,5,13,15,5,0,24,0,30,5,0,0,141,35,141,0,0,0,0,0,136,5,0,0,0,0,141,0,0,0,0,0
22.,141,0,0,0,0,0,0,40,1,0,39,1,48,1,3,15,0,40.,0,40,10,50,0,0,0,19,0,3,19,0,31,18,10,7,14,7,7,0,29,0,30,7,0,0,141,35,141,0,0,0,0,0,136,5,0,0,0,0,141,0,0,0,0,0
23.,141,0,0,0,0,0,0,40,1,0,39,4,45,0,4,15,0,40.,0,40,10,50,0,0,0,15,0,3,20,0,36,12,11,7,16,8,6,0,30,0,30,4,0,0,141,35,141,0,0,0,0,0,136,5,0,0,0,0,141,0,0,0,0,0
24.,141,0,0,0,0,0,0,40,1,0,39,4,45,0,4,15,0,40.,0,40,10,50,0,0,0,14,0,2,19,0,38,12,10,7,19,9,5,0,30,1,30,5,0,0,141,35,140,1,0,0,0,0,136,5,0,0,0,0,141,0,0,0,0,0
25.,141,0,0,0,0,0,0,40,1,0,39,6,43,0,4,15,0,40.,0,40,10,50,0,0,0,14,0,4,16,0,33,15,13,6,11,13,5,0,28,1,30,3,0,0,141,35,140,1,0,0,0,0,136,5,0,0,0,0,141,0,0,0,0,0
26.,141,0,0,0,0,0,0,40,1,0,39,5,44,0,4,15,0,40.,0,40,10,50,0,0,0,15,0,2,17,0,35,16,14,7,14,10,6,0,21,1,30,5,0,0,141,35,140,1,0,0,0,0,136,5,0,0,0,0,141,0,0,0,0,0
27.,141,0,0,0,0,0,0,40,1,0,39,4,45,1,3,15,0,40.,0,40,10,50,0,0,0,16,0,1,15,0,34,17,15,4,16,13,4,0,28,1,30,5,0,0,141,35,140,1,0,0,0,0,136,5,0,0,0,0,141,0,0,0,0,0
28.,140,1,0,0,0,0,0,40,1,0,39,3,46,0,4,15,0,40.,0,40,10,50,0,0,0,15,0,2,15,0,35,16,16,5,11,12,4,0,27,1,30,3,0,0,141,35,140,1,0,0,0,0,135,6,0,0,0,0,140,1,0,0,0,0
29.,140,1,0,0,0,0,0,40,1,0,39,3,46,0,4,15,0,40.,0,40,10,50,0,0,0,13,0,3,14,0,30,18,17,5,11,13,5,0,28,1,30,2,0,0,141,35,140,1,0,0,0,0,135,6,0,0,0,0,139,2,0,0,0,0
30.,141,0,0,0,0,0,0,40,1,0,39,3,46,0,4,15,0,40.,0,40,10,50,0,0,0,15,0,1,20,0,34,16,12,3,16,9,3,0,34,1,30,3,0,0,141,35,140,1,0,0,0,0,135,6,0,0,0,0,140,1,0,0,0,0
31.,141,0,0,0,0,0,0,40,1,0,39,2,47,0,4,15,0,40.,0,40,10,50,0,0,0,15,0,1,15,0,42,13,17,6,17,14,5,0,31,1,30,3,0,0,141,35,140,1,0,0,0,0,135,6,0,0,0,0,140,1,0,0,0,0
32.,140,1,0,0,0,0,0,40,2,0,38,2,47,1,3,15,0,40.,0,40,10,50,0,0,0,16,0,2,14,0,39,15,14,4,9,13,3,0,27,0,30,4,0,0,141,35,139,2,0,0,0,0,135,6,0,0,0,0,140,1,0,0,0,0
33.,141,0,0,0,0,0,0,40,2,0,38,4,45,0,4,15,0,40.,0,40,10,50,0,0,0,12,0,3,16,0,34,18,12,8,8,10,8,0,30,0,30,3,0,0,141,35,139,2,0,0,0,0,136,5,0,0,0,0,140,1,0,0,0,0
34.,139,2,0,0,0,0,0,40,2,0,38,3,46,1,3,15,0,40.,0,40,10,50,0,0,0,15,0,2,17,0,36,14,16,3,17,12,3,0,29,0,30,2,0,0,141,35,140,1,0,0,0,0,137,4,0,0,0,0,140,1,0,0,0,0
35.,140,1,0,0,0,0,0,40,2,0,38,3,46,0,4,15,0,40.,0,40,10,50,0,0,0,15,0,2,14,0,34,15,15,7,6,14,7,0,29,0,30,2,0,0,141,35,140,1,0,0,0,0,137,4,0,0,0,0,141,0,0,0,0,0
36.,141,0,0,0,0,0,0,40,3,0,37,3,46,0,4,15,0,40.,0,40,10,50,0,0,0,12,0,1,20,0,35,14,8,5,15,6,5,0,29,0,30,2,0,0,141,35,140,1,0,0,0,0,137,4,0,0,0,0,140,1,0,0,0,0
37.,141,0,0,0,0,0,0,40,3,0,37,3,46,1,3,15,0,40.,0,40,10,50,0,0,0,15,0,3,17,0,35,12,11,5,15,9,5,0,31,1,30,3,0,0,141,35,140,1,0,0,0,0,138,3,0,0,0,0,140,1,0,0,0,0
38.,141,0,0,0,0,0,0,40,3,0,37,2,47,0,4,15,0,40.,0,40,10,50,0,0,0,16,0,2,21,0,34,14,12,3,9,11,3,0,23,1,30,4,0,0,141,35,140,0,1,0,0,0,138,3,0,0,0,0,140,1,0,0,0,0
39.,141,0,0,0,0,0,0,40,2,0,38,4,45,0,4,15,0,40.,0,40,10,50,0,0,0,14,0,4,16,0,35,13,14,3,18,14,3,0,28,0,30,2,0,0,141,35,140,0,1,0,0,0,137,4,0,0,0,0,139,2,0,0,0,0
40.,140,1,0,0,0,0,0,40,2,0,38,4,45,0,4,15,0,40.,0,40,10,50,0,0,0,13,0,4,13,0,33,14,15,6,10,14,5,0,28,0,30,1,0,0,141,35,140,0,1,0,0,0,137,4,0,0,0,0,138,3,0,0,0,0
41.,141,0,0,0,0,0,0,40,4,0,36,4,45,0,4,15,0,40.,0,40,10,50,0,0,0,14,0,4,17,0,35,16,11,7,14,9,6,0,23,0,30,2,0,0,141,35,140,0,1,0,0,0,136,5,0,0,0,0,137,4,0,0,0,0
42.,141,0,0,0,0,0,0,40,4,0,36,5,44,2,2,15,0,40.,0,40,10,50,0,0,0,14,0,1,15,0,37,17,20,3,11,16,3,0,25,0,30,2,0,0,141,35,140,0,1,0,0,0,136,5,0,0,0,0,137,4,0,0,0,0
43.,140,1,0,0,0,0,0,40,4,0,36,5,44,0,4,15,0,40.,0,40,10,50,0,0,0,11,0,2,14,0,32,20,15,7,14,11,7,0,25,0,30,4,0,0,141,35,140,0,1,0,0,0,136,5,0,0,0,0,138,3,0,0,0,0
44.,141,0,0,0,0,0,0,40,4,0,36,3,46,1,3,15,0,40.,0,40,10,50,0,0,0,10,0,1,11,0,44,12,20,4,10,16,4,0,27,0,30,3,0,0,141,35,139,1,1,0,0,0,137,4,0,0,0,0,139,2,0,0,0,0
45.,140,2,0,0,0,0,0,40,4,0,36,3,46,0,4,15,0,40.,0,40,10,50,0,0,0,13,0,1,13,0,43,12,20,3,6,19,2,0,25,1,30,3,0,0,142,35,140,1,1,0,0,0,138,4,0,0,0,0,141,1,0,0,0,0
46.,142,0,0,0,0,0,0,40,4,0,36,3,46,0,4,15,0,40.,0,40,10,50,0,0,0,13,0,0,16,0,42,14,19,2,9,15,2,0,24,0,30,2,0,0,142,35,140,1,1,0,0,0,138,4,0,0,0,0,141,1,0,0,0,0
47.,142,0,0,0,0,0,0,40,4,0,36,4,45,0,4,15,0,40.,0,40,10,50,0,0,0,13,0,4,15,0,39,14,16,7,13,16,6,0,23,0,30,2,0,0,142,35,140,1,1,0,0,0,138,4,0,0,0,0,141,1,0,0,0,0
48.,141,1,0,0,0,0,0,40,4,0,36,3,46,0,4,15,0,40.,0,40,10,50,0,0,0,11,0,3,13,0,38,14,17,7,12,15,5,0,28,0,30,3,0,0,142,35,140,1,1,0,0,0,139,3,0,0,0,0,140,2,0,0,0,0
49.,142,0,0,0,0,0,0,40,4,0,36,2,47,0,4,15,0,40.,0,40,10,50,0,0,0,10,0,3,14,0,37,12,16,6,10,14,5,0,29,0,30,5,0,0,142,35,140,1,1,0,0,0,138,4,0,0,0,0,139,3,0,0,0,0
50.,142,0,0,0,0,0,0,40,4,0,36,4,45,1,3,15,0,40.,0,40,10,50,0,0,0,8,0,5,18,0,36,12,13,3,14,11,3,0,30,0,30,2,0,0,142,35,140,1,1,0,0,0,138,4,0,0,0,0,139,3,0,0,0,0
51.,141,1,0,0,0,0,0,40,4,0,36,5,44,1,3,15,0,40.,0,40,10,50,0,0,0,12,0,2,15,0,39,14,15,6,15,13,5,0,30,0,30,2,0,0,142,35,141,0,1,0,0,0,138,4,0,0,0,0,138,4,0,0,0,0
52.,142,0,0,0,0,0,0,40,4,0,36,6,43,0,4,15,0,40.,0,40,10,50,0,0,0,10,0,2,14,0,40,12,18,2,12,18,2,0,25,0,30,5,0,0,142,35,141,0,1,0,0,0,137,5,0,0,0,0,135,7,0,0,0,0
53.,141,1,0,0,0,0,0,40,4,0,36,4,45,0,4,15,0,40.,0,40,10,50,0,0,0,11,0,2,13,0,38,12,11,9,12,10,8,0,23,1,30,4,0,0,142,35,141,0,1,0,0,0,138,4,0,0,0,0,135,7,0,0,0,0
54.,141,1,0,0,0,0,0,40,3,0,37,3,46,0,4,15,0,40.,0,40,10,50,0,0,0,13,0,3,18,0,36,11,11,7,13,10,6,0,29,1,30,3,0,0,142,35,141,0,1,0,0,0,138,4,0,0,0,0,136,6,0,0,0,0
55.,142,0,0,0,0,0,0,40,5,0,35,3,46,1,3,15,0,40.,0,40,10,50,0,0,0,13,0,3,17,0,35,11,14,5,11,12,5,0,32,0,30,5,0,0,142,35,141,0,1,0,0,0,138,4,0,0,0,0,134,8,0,0,0,0
56.,141,1,0,0,0,0,0,40,4,0,36,4,45,0,4,15,0,40.,0,40,10,50,0,0,0,10,0,2,17,0,33,17,10,7,9,9,7,0,29,1,30,4,0,0,142,35,141,0,1,0,0,0,138,4,0,0,0,0,134,8,0,0,0,0
57.,139,3,0,0,0,0,0,40,3,0,37,5,44,0,4,15,0,40.,0,40,10,50,0,0,0,8,0,2,12,0,31,16,16,6,23,13,5,0,32,0,30,5,0,0,142,36,140,1,1,0,0,0,138,4,0,0,0,0,134,8,0,0,0,0
58.,141,1,0,0,0,0,0,40,3,0,37,5,44,0,4,15,0,40.,0,40,10,50,0,0,0,7,0,1,17,0,35,14,14,2,13,12,2,0,33,0,30,2,0,0,142,36,139,2,1,0,0,0,137,5,0,0,0,0,134,8,0,0,0,0
59.,142,0,0,0,0,0,0,40,3,0,37,6,43,0,4,15,0,40.,0,40,10,50,0,0,0,9,0,4,15,0,32,14,15,3,13,13,3,0,30,1,30,4,0,0,142,36,139,2,1,0,0,0,136,6,0,0,0,0,134,8,0,0,0,0
60.,142,0,0,0,0,0,0,40,3,0,37,7,42,1,3,15,0,40.,0,40,10,50,0,0,0,8,0,3,14,0,33,15,15,6,16,14,6,0,23,0,30,6,0,0,142,36,139,2,1,0,0,0,136,6,0,0,0,0,133,9,0,0,0,0
61.,142,0,0,0,0,0,0,40,2,0,38,8,41,1,3,15,0,40.,0,40,10,50,0,0,0,8,0,3,13,0,32,15,10,7,21,8,6,0,26,1,30,6,0,0,142,36,139,2,1,0,0,0,136,6,0,0,0,0,133,9,0,0,0,0
62.,141,1,0,0,0,0,0,40,2,0,38,8,41,0,4,15,0,40.,0,40,10,50,0,0,0,10,0,1,18,0,33,16,11,5,7,8,4,0,23,0,30,5,0,0,142,36,138,4,0,0,0,0,137,5,0,0,0,0,133,9,0,0,0,0
63.,142,0,0,0,0,0,0,40,2,0,38,8,41,0,4,15,0,40.,0,40,10,50,0,0,0,10,0,3,19,0,36,17,14,6,14,12,6,0,27,0,30,9,0,0,142,36,137,5,0,0,0,0,135,7,0,0,0,0,133,9,0,0,0,0
64.,141,1,0,0,0,0,0,40,2,0,38,8,41,0,4,15,0,40.,0,40,10,50,0,0,0,8,0,6,16,0,36,14,16,6,21,16,5,0,27,0,30,5,0,0,142,36,137,5,0,0,0,0,134,8,0,0,0,0,133,9,0,0,0,0
65.,142,0,0,0,0,0,0,40,2,0,38,7,42,1,3,15,0,40.,0,40,10,50,0,0,0,7,0,1,14,0,40,14,22,2,10,20,2,0,27,0,30,5,0,0,142,36,137,5,0,0,0,0,133,9,0,0,0,0,134,8,0,0,0,0
66.,142,0,0,0,0,0,0,40,2,0,38,5,44,0,4,15,0,40.,0,40,10,50,0,0,0,8,0,1,17,0,41,14,17,5,15,13,5,0,29,0,30,9,0,0,142,36,137,5,0,0,0,0,134,8,0,0,0,0,135,7,0,0,0,0
67.,142,0,0,0,0,0,0,40,2,0,38,4,45,0,4,15,0,40.,0,40,10,50,0,0,0,11,0,2,8,0,40,12,23,4,7,21,4,0,29,2,30,7,0,0,142,36,137,5,0,0,0,0,134,8,0,0,0,0,135,6,1,0,0,0
68.,142,0,0,0,0,0,0,40,2,0,38,4,45,0,4,15,0,40.,0,40,10,50,0,0,0,14,0,1,12,0,39,11,18,3,16,16,3,0,26,0,30,8,0,0,142,36,135,7,0,0,0,0,134,8,0,0,0,0,136,5,1,0,0,0
69.,142,0,0,0,0,0,0,39,2,0,37,4,45,0,4,15,0,39.,1,39,10,49,0,0,0,15,0,2,19,0,38,11,12,5,10,9,3,0,24,0,30,7,0,0,142,36,135,7,0,0,0,0,134,8,0,0,0,0,137,4,1,0,0,0
70.,142,0,0,0,0,0,0,39,2,0,37,3,46,0,4,15,0,39.,1,39,10,49,0,0,0,13,0,2,17,0,39,13,14,3,14,13,3,0,24,0,30,6,0,0,142,36,136,5,1,0,0,0,134,8,0,0,0,0,137,4,1,0,0,0
71.,142,0,0,0,0,0,0,39,2,0,37,3,46,0,4,15,0,39.,1,39,10,49,0,0,0,13,0,3,11,0,39,14,18,4,7,14,3,0,27,1,30,2,0,0,142,36,136,5,1,0,0,0,135,7,0,0,0,0,137,4,1,0,0,0
72.,142,0,0,0,0,0,0,39,1,0,38,2,47,1,3,15,0,39.,1,39,10,49,0,0,0,14,0,3,17,0,39,12,12,5,18,11,4,0,19,0,30,4,0,0,142,36,136,5,1,0,0,0,136,6,0,0,0,0,137,4,1,0,0,0
73.,142,0,0,0,0,0,0,39,1,0,38,3,46,0,4,15,0,39.,1,39,10,49,0,0,0,14,0,1,12,0,38,14,17,4,15,13,4,0,29,0,30,3,0,0,142,36,136,5,1,0,0,0,136,6,0,0,0,0,136,5,1,0,0,0
74.,142,0,0,0,0,0,0,39,1,0,38,3,46,1,3,15,0,39.,0,39,11,50,0,0,0,13,0,2,17,0,35,15,11,7,12,11,7,0,27,0,30,5,0,0,142,36,136,5,1,0,0,0,136,6,0,0,0,0,136,5,1,0,0,0
75.,142,0,0,0,0,0,0,39,1,0,38,3,46,0,4,15,0,39.,0,39,11,50,0,0,0,16,0,3,15,0,36,14,13,9,16,11,9,0,27,0,30,2,0,0,142,36,136,5,1,0,0,0,137,5,0,0,0,0,135,6,1,0,0,0
76.,142,0,0,0,0,0,0,39,1,0,38,4,45,2,2,15,0,39.,0,39,11,50,0,0,0,13,0,0,12,0,39,12,17,5,13,12,5,0,31,1,30,4,0,0,142,36,136,5,1,0,0,0,138,4,0,0,0,0,135,6,1,0,0,0
77.,142,0,0,0,0,0,0,39,1,0,38,3,46,0,4,15,0,39.,0,39,11,50,0,0,0,15,0,0,16,0,37,14,18,5,11,17,5,0,28,0,30,5,0,0,142,36,136,5,1,0,0,0,138,4,0,0,0,0,134,8,0,0,0,0
78.,137,5,0,0,0,0,0,39,1,0,38,3,46,0,4,15,0,39.,0,39,11,50,0,0,0,14,0,3,16,0,34,15,9,3,12,8,2,0,29,1,30,2,0,0,142,36,137,4,1,0,0,0,138,4,0,0,0,0,134,8,0,0,0,0
79.,140,1,0,0,0,0,0,39,1,0,38,3,46,1,3,15,0,39.,0,39,11,50,0,0,0,15,0,4,19,0,33,17,12,5,18,11,4,0,27,1,30,4,0,0,141,36,137,4,0,0,0,0,136,5,0,0,0,0,133,8,0,0,0,0
80.,140,1,0,0,0,0,0,39,1,0,38,3,46,1,3,15,0,39.,0,39,11,50,0,0,0,13,0,3,14,0,33,16,14,8,13,12,7,0,26,0,30,2,0,0,141,36,137,3,1,0,0,0,137,4,0,0,0,0,133,8,0,0,0,0
81.,141,0,0,0,0,0,0,39,1,0,38,3,46,1,3,15,0,39.,0,39,11,50,0,0,0,14,0,1,17,0,34,18,12,9,8,11,8,0,29,0,30,3,0,0,141,36,137,3,1,0,0,0,137,4,0,0,0,0,133,8,0,0,0,0
82.,140,1,0,0,0,0,0,39,1,0,38,3,46,0,4,15,0,39.,0,39,11,50,0,0,0,15,0,2,20,0,36,17,10,3,16,9,3,0,28,0,30,3,0,0,141,36,137,3,1,0,0,0,136,5,0,0,0,0,134,7,0,0,0,0
83.,140,1,0,0,0,0,0,39,1,0,38,2,47,1,3,15,0,39.,0,39,11,50,0,0,0,15,0,4,19,0,39,17,13,6,14,12,5,0,26,0,30,1,0,0,141,36,138,3,0,0,0,0,135,6,0,0,0,0,133,8,0,0,0,0
84.,138,3,0,0,0,0,0,39,1,0,38,2,47,1,3,15,0,39.,0,39,11,50,0,0,0,16,0,1,13,0,38,17,14,10,12,13,7,0,29,0,30,3,0,0,141,36,139,1,1,0,0,0,135,6,0,0,0,0,132,9,0,0,0,0
85.,140,1,0,0,0,0,0,39,1,0,38,1,48,0,4,15,0,39.,0,39,11,50,0,0,0,15,0,5,16,0,37,15,14,5,13,12,5,0,23,0,30,5,0,0,141,36,139,1,1,0,0,0,135,6,0,0,0,0,133,8,0,0,0,0
86.,141,0,0,0,0,0,0,39,1,0,38,1,48,0,4,15,0,39.,0,39,11,50,0,0,0,14,0,1,13,0,39,16,14,7,7,14,7,0,34,1,30,5,0,0,141,36,139,1,1,0,0,0,135,6,0,0,0,0,134,7,0,0,0,0
87.,141,0,0,0,0,0,0,39,1,0,38,2,47,0,4,15,0,39.,0,39,11,50,0,0,0,14,0,2,21,0,43,10,9,4,13,9,4,0,28,0,30,6,0,0,141,36,139,1,1,0,0,0,134,7,0,0,0,0,134,7,0,0,0,0
88.,140,1,0,0,0,0,0,39,1,0,38,2,47,0,4,15,0,39.,0,39,11,50,0,0,0,13,0,2,20,0,43,11,14,2,14,13,1,0,25,0,30,7,0,0,141,36,139,1,1,0,0,0,134,7,0,0,0,0,134,7,0,0,0,0
89.,140,1,0,0,0,0,0,39,1,0,38,2,47,0,4,15,0,39.,0,39,11,50,0,0,0,18,0,3,19,0,38,13,11,5,10,11,3,0,28,0,30,4,0,0,141,36,139,1,1,0,0,0,134,7,0,0,0,0,133,8,0,0,0,0
90.,141,0,0,0,0,0,0,39,1,0,38,2,47,1,5,15,0,39.,0,39,11,50,0,0,0,16,0,6,14,0,37,11,13,7,14,10,6,0,27,0,30,2,0,0,141,36,138,2,1,0,0,0,134,7,0,0,0,0,133,8,0,0,0,0
91.,141,0,0,0,0,0,0,39,1,0,38,1,48,0,6,15,0,39.,0,39,11,50,0,0,0,14,0,2,15,0,40,11,15,7,13,14,6,0,27,0,30,1,0,0,141,36,138,2,1,0,0,0,133,8,0,0,0,0,133,8,0,0,0,0
92.,141,0,0,0,0,0,0,39,1,0,38,1,48,0,6,15,0,39.,0,39,11,50,0,0,0,14,0,2,12,0,39,12,20,5,9,16,5,0,32,0,30,4,0,0,141,36,137,3,1,0,0,0,133,8,0,0,0,0,133,8,0,0,0,0
93.,141,0,0,0,0,0,0,39,1,0,38,1,48,1,5,15,0,39.,0,39,11,50,0,0,0,13,0,4,18,0,37,17,17,4,11,12,4,0,31,0,30,2,0,0,141,36,136,4,1,0,0,0,134,7,0,0,0,0,133,8,0,0,0,0
94.,137,4,0,0,0,0,0,39,1,0,38,1,48,0,6,15,0,39.,0,39,11,50,0,0,0,16,0,4,14,0,42,11,16,4,9,13,2,0,28,0,30,5,0,0,141,36,136,4,1,0,0,0,134,7,0,0,0,0,134,7,0,0,0,0
95.,140,1,0,0,0,0,0,39,1,0,38,2,47,0,6,15,0,39.,0,39,11,50,0,0,0,16,0,1,16,0,42,13,16,3,10,15,3,0,22,1,30,3,0,0,141,36,136,4,1,0,0,0,134,7,0,0,0,0,135,6,0,0,0,0
